Question,Answer,Furigana,Meaning,Example,Translation,VocabWords
"郵便局","ゆうびんきょく","ゆう.びん.きょく","post office, mail clerk.","あの〜郵便局はどちらでしょうか。","Uh..., where's the post office?","郵送, 郵政, 便利, 不便, 結局, 薬局, 当局, 郵政省"
"夕方","ゆうがた","ゆう.がた","early evening (usu. from 3pm to 6pm), dusk.","ひょっとすると夕方前に雨になるかもしれない。","It might rain before evening.","夕飯, 夕刊, 夕日, 夕立, 仕方, 一方, 両方"
"来月","らいげつ","らい.げつ","next month, next month's issue.","来月フランスの大統領が来日する予定だ。","The French president is to visit Japan next month.","来週, 来年, 今月, 月給, 先月, 出来事, 三日月, 生年月日"
"来週","らいしゅう","らい.しゅう","next week, early next week.","来週ヨーロッパへ行くつもりなんです。","I'm going to Europe next week.","来月, 来年, 今週, 先週, 毎週, 出来事"
"来年","らいねん","らい.ねん","next year, next fiscal year.","健は来年で１５歳になります。","Ken will be fifteen next year.","来月, 来週, 今年, 去年, 出来事, 一昨年"
"頼む","たのむ","たの","to request, to beg.","あなたに頼んでもよろしいですか。","May I request a favour of you?","依頼, 信頼"
"卵","たまご","たまご","eggs, egg.","卵を一ダースづつつめなさい。","Pack eggs in dozens.",""
"立派","りっぱ","りっ.ぱ","splendid, fine.","私たちの学校には立派な図書館があります。","We have a nice school library.","独立, 立場, 派手, 派遣, 派閥, 一派, 目立つ"
"留学生","りゅうがくせい","りゅう.がく.せい","overseas student, exchange student.","３人の中国人留学生がその大学に入学が許された。","Three Chinese students were admitted to the college.","留守, 書留, 学校, 大学, 小学校, 誕生日, 一生懸命"
"旅行","りょこう","りょ.こう","travel, trip.","いつ旅行においでになりますか。","When will you go on a journey?","旅館, 旅券, 旅客, 銀行, 行儀"
"料理","りょうり","りょう.り","cooking, cookery.","これらのりんごは料理用にもってこいだ。","These apples are good cookers.","給料, 材料, 食料, 無理, 理由, 地理, 管理, 食料品"
"緑","みどり","みどり","green, greenery.","あなたは緑と青を見分けることができますか。","Can you tell green from blue?",""
"隣","となり","となり","next (to), adjoining.","ジョーダンさんは彼の隣に座った。","Mr Jordan sat down beside him.",""
"冷蔵庫","れいぞうこ","れい.ぞう.こ","refrigerator, fridge.","うちの冷蔵庫は故障している。","Our refrigerator is out of order.","冷房, 貯蔵, 埋蔵, 蔵相, 金庫, 倉庫, 車庫, 文庫"
"練習","れんしゅう","れん.しゅう","practice, training.","あなたはいつピアノの練習をしますか。","When do you practice the piano?","訓練, 未練, 洗練, 習慣, 予習, 復習"
"塩","しお","しお","salt, common salt.","このスープは塩が少し足りない。","This soup wants a bit of salt.",""
"何","なに","なに","what, you-know-what.","今のアナウンスは何だったのですか。","What did the announcement just say?",""
"九","きゅう","きゅう","nine, 9.","彼は「九時だ」と言った。","He said, It's nine o'clock.",""
"今年","ことし","ことし","this year, this fiscal year.","今年の暑い夏には耐えられません。","I can't stand this hot summer.","今月, 今日, 今朝, 来年, 去年, 一昨年"
"三","さん","さん","three, 3.","彼は手荷物が三個あった。","He had three pieces of baggage.",""
"四","し","し","four, 4.","その湖は直径四マイルである。","The lake is four miles across.",""
"十","じゅう","じゅう","ten, 10.","その会は十時に終わった。","The party ended at ten o'clock.",""
"弟","おとうと","おとうと","younger brother, little brother.","彼は私と弟を取り違えた。","He mistook me for my younger brother.",""
"八","はち","はち","eight, 8.","会は八時に解散した。","The meeting broke up at eight.",""
"門","もん","もん","gate, branch of learning based on the teachings of a single master.","２人の兵士が、門のところで見張りをしていた。","Two soldiers kept guard at the gate.",""
"六","ろく","ろく","six, 6.","私は毎朝六時に起きます。","I get up at six every morning.",""
"言う","いう","い","to say, to utter.","「みんなひと休みしようぜ」とジョンは言った。","John said, Hey guys, let's take a break.","言語, 言葉, 無言, 独り言"
"嫌","いや","いや","disliking, not wanting.","彼の話し方が嫌なの。","I don't like his way of talking.",""
"大きい","おおきい","おお","big, large.","きみは何と大きい家を持っているんだろう。","What a big house you have!","大学, 大勢, 大人, 大使館, 大好き"
"買い物","かいもの","か..もの","shopping, purchased goods.","１日おきに買い物に行く。","I go shopping every other day.","売買, 購買, 建物, 動物, 物質, 荷物, 果物, 買い手"
"国","くに","くに","country, state.","その王がその国を治めていた。","The king governed the country.",""
"作る","つくる","つく","to make, to produce.","どこへ行っても、彼は必ず友達を作る。","Wherever he may go, he is sure to make friends.","作文, 作業, 作家, 作品"
"時々","ときどき","とき.どき","sometimes, occasionally.","ジェーンはときどき学校まで走っていく。","Jane sometimes runs to school.","時間, 何時, 時計, 時代"
"話","はなし","はなし","talk, speech.","人の話に水を差さないでくれ。","Don't throw a wet blanket over our conversation.",""
"両親","りょうしん","りょう.しん","parents, both parents.","あなたを私の両親に紹介したい。","I want you to meet my parents.","両方, 両替, 両側, 両立, 父親, 親切"
"町","まち","まち","town, block.","町が一面すっぽり雪をかぶった。","Snow completely covered the town.",""
"良い","よい","よ","good, excellent.","私にはよい友達が数人いる。","I have several good friends.","改良, 不良, 良好, 良心"
"映画館","えいがかん","えい.が.かん","movie theatre, movie theater.","その映画館は人々でいっぱいだった。","The cinema was filled with people.","反映, 計画, 企画, 漫画, 旅館, 図書館, 大使館, 美術館"
"果物","くだもの","くだもの","fruit, fruit store.","彼は果物の他何も食べない。","He eats nothing else but fruit.","結果, 効果, 建物, 動物, 物質, 荷物"
"荷物","にもつ","に.もつ","luggage, baggage.","彼は前もって荷物を送った。","He sent his luggage in advance.","重荷, 出荷, 建物, 動物, 物質, 果物, 荷造り"
"喫茶店","きっさてん","きっ.さ.てん","coffee shop, tearoom.","私たちは喫茶店で昼食をとった。","We ate lunch in a coffee lounge.","喫煙, 満喫, 紅茶, 茶色, 茶碗, 店員, 支店, 書店"
"去年","きょねん","きょ.ねん","last year, end of last year.","ビルは去年の秋に私に会いに来た。","Bill came to see me last autumn.","過去, 消去, 来年, 今年, 一昨年, 立ち去る"
"財布","さいふ","さい.ふ","wallet, purse.","あなたの財布は私のに似ている。","Your purse is similar to mine.","財産, 財政, 財閥, 分布, 布団, 文化財, 座布団"
"作文","さくぶん","さく.ぶん","writing (an essay, prose, etc.), composition.","「友情」という題で作文を書きなさい。","Write an essay on Friendship.","作業, 作家, 作品, 文章, 注文, 文字"
"皿","さら","さら","plate, dish.","あなたが皿を洗っている間に、私は床を掃除します。","I'll sweep the floor while you wash the dishes.",""
"散歩","さんぽ","さん.ぽ","walk, stroll.","公園を散歩しましょう。","Let's take a walk in the park.","解散, 分散, 歩道, 進歩"
"四つ","よっつ","よっ","four, 4.","この国は季節が４つあります。","This country has four seasons.","四季"
"辞書","じしょ","じ.しょ","dictionary, lexicon.","正確なつづりは辞書で調べなさい。","I refer you to the dictionary for the correct spelling.","辞典, 辞職, 葉書, 書留, お辞儀, 図書館, 下書き"
"切符","きっぷ","きっ.ぷ","ticket, ticket window.","この切符で二人入れるよ。","The ticket admits two persons.","大切, 切手, 締切, 符号, 裏切る, 終止符, 疑問符, 六十四分音符"
"川","かわ","かわ","river, stream.","この川はあの川の３倍長い。","This river is three times longer than that one.",""
"洗濯","せんたく","せん.たく","washing, laundry.","この綿のシャツは洗濯がよく効く。","This cotton shirt washes well.","洗剤, 水洗, お手洗い"
"掃除","そうじ","そう.じ","cleaning, sweeping.","あなたの部屋を掃除しましたか。","Did you clean your room?","清掃, 一掃, 削除, 解除, 取り除く"
"走る","はしる","はし","to run, to run (of a vehicle).","あの走ってる少年をごらんなさい。","Look at that boy running.","逃走, ご馳走, ご馳走様"
"足","あし","あし","foot, paw.","また足がしびれた。","My foot's asleep again!",""
"朝","あさ","あさ","morning, breakfast.","６月にしては寒い朝だ。","It is a cold morning for June.",""
"買う","かう","か","to buy, to purchase.","車を買うために貯金をしている。","I'm saving money for a car.","売買, 購買, 買い物, 買い手"
"辺","へん","へん","area, vicinity.","正方形には四つの辺がある。","A square has four sides.",""
"帽子","ぼうし","ぼう.し","hat, cap.","この帽子は１０００円なら安い。","This hat is cheap at 1000 yen.","脱帽, 子供, 双子, 椅子, 王子, 僧帽弁"
"浴びる","あびる","あ","to dash over oneself (e.g. water), to take (e.g. shower).","屋根は日を浴びて輝いている。","The roof is shining in the sun.","浴衣, 入浴, 浴室, 海水浴"
"廊下","ろうか","ろう.か","corridor, hallway.","「学園の廊下で、濃厚なキスシーン・・・聞いたぞ聞いたぞ」「濃厚じゃなーい！話に尾ひれ付いてるって・・・」","A passionate kiss scene in a school corridor ... I've heard all about it! It wasn't passionate! That's an exaggeration...","画廊, 回廊, 靴下, 下宿, 地下鉄"
"風邪","かぜ","かぜ","(common) cold, influenza.","ただの風邪でしょう。","You probably just have a cold.","台風, 風呂, 風景, 邪魔, 扇風機, 無邪気, お邪魔します"
"箱","はこ","はこ","box, case.","その取っ手を右にねじると箱は開きます。","Twist that knob to the right and the box will open.",""
"降りる","おりる","お","to descend (e.g. a mountain), to go down.","あのプロのスキーヤーは離れ業をしながら山をおりるのが好きだった。","The professional skier liked to hot-dog down the mountain.","以降, 下降"
"五つ","いつつ","いつ","five, five years of age.","この箱にはリンゴが五つ入っている。","This box contains five apples.","五分, 五十音, 四捨五入"
"傘","かさ","かさ","umbrella, parasol.","タクシーに傘を忘れてしまった。","I left my umbrella in the cab.",""
"切る","きる","き","to cut, to cut through.","２．大根は拍子木に切る。","2. Cut the daikon into long sticks.","大切, 切手, 締切"
"渡す","わたす","わた","to ferry across (e.g. a river), to carry across.","走者がリレーでバトンを渡さなければなりません。","A runner must pass the baton in a relay race.","綱渡り, 過渡期"
"封筒","ふうとう","ふう.とう","envelope.","だれがこの封筒を破って開けたのか。","Who has torn the envelope open?","封鎖, 同封, 封書, 水筒, 円筒, 筒井"
"毎朝","まいあさ","まい.あさ","every morning.","私は毎朝六時に起きます。","I get up at six every morning.","毎週, 毎日, 毎晩, 今朝, 早朝"
"洋服","ようふく","よう.ふく","Western-style clothes (cf. traditional Japanese clothes), (Western) clothing store.","お前に新しい洋服を作ってあげよう。","I will make a new suit for you.","西洋, 東洋, 海洋, 洋風, 軍服, 服装, 衣服"
"黄色","きいろ","き.いろ","yellow, amber.","床は緑色に塗られていたが、一方壁は黄色だった。","The floor was painted green, while the walls were yellow.","黄金, 硫黄, 特色, 景色, 脚色"
"終わる","おわる","お","to end, to come to an end.","野球の試合は引き分けに終わった。","The baseball game ended in a draw.","最終, 始終, 終了"
"交差点","こうさてん","こう.さ.てん","crossing, intersection.","あの交差点で何が起こったのか。","What happened at that crossing?","交番, 欠点, 日差し, 差し上げる"
"鉛筆","えんぴつ","えん.ぴつ","pencil, pencil sharpener.","ペンか鉛筆を持っていますか。","Do you have a pen or a pencil?","亜鉛, 黒鉛, 筆者, 随筆, 万年筆"
"紅茶","こうちゃ","こう.ちゃ","black tea, tea set.","紅茶２杯とコーヒー１杯ください。","Two teas and a coffee, please.","口紅, 紅葉, 紅白, 茶色, 茶碗, 喫茶店"
"止まる","とまる","と","to stop (moving), to come to a stop.","そして、電車はキーッという音を立てて止まった。","Then, the train screeched to a halt.","禁止"
"七つ","ななつ","なな","seven, seven years of age.","海賊たちは７つの海を航海した。","The pirates sailed the seven seas.","七月, 十七"
"借りる","かりる","か","to borrow, to rent.","この本をお借りしてもよろしいですか。","May I borrow this book?","借金, 貸借, 借り入れ"
"宿題","しゅくだい","しゅく.だい","homework, assignment.","今日は宿題が無い。","I have no homework today.","下宿, 宿泊, 宿命, 問題, 話題, 題名"
"出る","でる","で","to leave, to exit.","私の家におばけが出たのは本当だ。","It's true that a ghost appeared at my house.","出口, 提出, 出身, 引き出し"
"上手","じょうず","じょう.ず","skillful, skilled.","あなたは上手にバスケットボールができますか。","Do you play basketball well?","上着, 派手, 下手, 運転手, 申し上げる"
"誰","だれ","だれ","who, someone.","あそこに立ってる女の人はだれですか。","Who is the woman standing there?",""
"着る","きる","き","to wear (from the shoulders down), to put on.","「あの赤い服を着るのはよしなさい」「なぜいけないの」","You had better not wear the red dress. Why not?","到着, 上着, 着工"
"張る","はる","は","to stick, to paste.","あなたの願書に最近の写真を貼りなさい。","Attach a recent photograph to your application form.","緊張, 欲張り, 張り切る"
"読む","よむ","よ","to read, to recite (e.g. a sutra).","ミルトンの作品を読んだことがありますか。","Have you ever read Milton's works?","読書, 読者, 句読点"
"方","ほう","ほう","direction, way.","ジョンの方が二人のうちで背が高い。","John is the taller of the two.",""
"眼鏡","めがね","めがね","glasses, eyeglasses.","私はメガネがなくては読めない。","I cannot read without glasses.","眼科, 肉眼, 望遠鏡, 顕微鏡"
"背広","せびろ","せ.びろ","business suit, civil servants.","私は新しい背広を買った。","I bought a new suit of clothes.","背景, 背中, 広告, 広場"
"見る","みる","み","to see, to look.","１０ページの５行目をみなさい。","Let's begin with the fifth line on page 10.","意見, 見物, 見舞い"
"低い","ひくい","ひく","low (rank, degree, value, content, quality, etc.), low (position).","この机は私にはちょっと低い。","This desk is a little low for me.","最低, 低下, 低気圧"
"熱い","あつい","あつ","hot (to the touch), passionate (feelings, etc.).","スープは熱いうちに召し上がって下さい。","Eat your soup while it is hot.","熱心, 加熱, 熱帯"
"暇","ひま","ひま","spare time, free time.","仕事は楽で、暇がたくさんあります。","My job is easy and I have a lot of free time.",""
"下手","へた","へた","unskillful, poor.","彼はイギリス生まれだが、英語がとても下手である。","He comes from England, but is very poor at English.","靴下, 下宿, 派手, 上手, 地下鉄, 運転手"
"向こう","むこう","む","opposite side, other side.","彼女は背が低すぎて塀の向こうがみえなかった。","She was too short to see over the fence.","傾向, 日向"
"寝る","ねる","ね","to sleep (lying down), to go to bed.","赤ん坊は１日中寝ていた。","The baby was sleeping all day long.","寝台, 寝坊, 昼寝, 寝巻き"
"晴れ","はれ","は","clear weather, fine weather.","その日は晴れだったので、私たちは泳ぎに行った。","It was a fine day, so we went swimming.","快晴, 晴天, 素晴らしい"
"赤い","あかい","あか","red, crimson.","彼女は赤いスカートをはいていた。","She was wearing a red skirt.","赤道, 真っ赤, 赤ん坊"
"茶色","ちゃいろ","ちゃ.いろ","brown, light brown.","その犬は茶色で小さくて、やせています。","The dog is brown, small and thin.","紅茶, 茶碗, 特色, 景色, 黄色, 脚色, 喫茶店"
"長い","ながい","なが","long (distance, length), long (time).","彼に長い手紙を書いた。","I wrote a long letter to him.","課長, 長閑, 校長, 長引く"
"丈夫","じょうぶ","じょう.ぶ","healthy, robust.","彼は丈夫だったそうです。","He is said to have been strong.","頑丈, 夫人, 夫婦, 夫妻"
"余り","あまり","あま","remainder, remnant.","ぎょうざの具のあまりは？餃子を家で作りましたが、皮が少なかったせいか、具が少し余ってしまいました。","Gyoza stuffing? I made some gyoza at home but, possibly because I didn't have enough dough, I had some of the filling left over.","余裕, 余分, 余計, 余所"
"歌う","うたう","うた","to sing, to sing of (love, beauty, etc.) in a poem.","ジョンはステージで何を歌いましたか。","What did John sing on the stage?","歌手, 歌声, 歌留多"
"歌","うた","うた","song, singing.","この歌を聞くと私はいつも、学生時代を思い出す。","Whenever I hear this song, I am reminded of my school days.",""
"楽しい","たのしい","たの","enjoyable, fun.","あなたと一緒にいて楽しかった。","I really enjoyed your company.","音楽, 楽器, 楽譜"
"幾つ","いくつ","いく","how many, how old.","いいえ、おもちゃがいくつあるかじゃなくて、鍵がいくつあるかなのよ。","No, not how many toys, how many keys?","幾何, 幾分"
"古い","ふるい","ふる","old, aged.","ケンが使っている机はもう古い。","The desk that Ken uses is old.","中古, 古典, 稽古, 古代"
"細い","ほそい","ほそ","thin, slender.","彼は太っているくせに声は細い。","His voice is thin even though he is fat.","細胞, 詳細"
"少ない","すくない","すく","few, little.","この病気に勝てる人は少ない。","Not many survive this disease.","少年, 多少"
"上る","のぼる","のぼ","to ascend, to go up.","あなたは、上れませんよ。","You cannot climb!","上手, 上着, 申し上げる"
"痛い","いたい","いた","painful, sore.","噛むと痛いですか。","Does it hurt when you chew?","苦痛, 頭痛, 痛烈"
"白い","しろい","しろ","white, white clothes.","ケンは自転車を白く塗りました。","Ken painted his bicycle white.","白髪"
"来る","くる","く","to come (spatially or temporally), to approach.","１０時までに来ます。","I'll come by 10.","来月, 来週, 来年, 出来事"
"火曜日","かようび","か.よう.び","Tuesday.","火曜日に国会が開かれる。","The Diet will meet on Tuesday.","花火, 火傷, 火事, 毎日, 日記, 日本, 金曜日, 月曜日, 水曜日, 土曜日"
"始め","はじめ","はじ","beginning, start.","旅行の初めの二日間は雨降りだった。","The first two days of my trip were rainy.","開始, 原始, 始終"
"豚肉","ぶたにく","ぶた.にく","pork, pork butcher.","そんなわけでダチョウの肉は牛肉や豚肉の２倍以上の値段となる。","That's why ostrich meat costs more than twice as much as beef and pork.","養豚, 豚汁, 牛肉, 鶏肉, 筋肉"
"上着","うわぎ","うわ.ぎ","coat, jacket.","男性の方は上着を着用してください。","Jackets are requested for men.","上手, 到着, 着工, 申し上げる"
"強い","つよい","つよ","strong, potent.","その釣り人は釣り糸に強い引きを感じた。","The angler felt a strong tug on the line.","勉強, 強盗"
"鍵","かぎ","かぎ","key, lock.","ドアを開ける際に、私は鍵を壊してしまった。","In opening the door, I broke the lock.",""
"交番","こうばん","こう.ばん","police box, koban.","向こうの交番で聞いてください。","Ask at the police station over there.","一番, 番号, 番組, 順番, 交差点"
"黒い","くろい","くろ","black, dark.","丈の長い黒いコートを着た、あの長身の男だった。","It was the tall man in the long, black coat.","黒板, 黒字, 真っ黒"
"待つ","まつ","ま","to wait, to await.","しばらく電話を切らずにお待ちください。","Please hold the line a moment.","期待, 招待, 待合室, 待ち合わせる"
"遅い","おそい","おそ","slow, late.","彼女は走るのが遅い。","She is a slow runner.","遅刻, 手遅れ"
"忙しい","いそがしい","いそが","busy, occupied.","あいつはのらりくらりの仕事にお忙しい事だ。","He is busy loafing on the job.","多忙, 繁忙, 忙殺"
"毎晩","まいばん","まい.ばん","every night.","私は毎晩家にいます。","I am at home every evening.","毎週, 毎日, 毎朝, 今晩, 晩御飯, 今晩は"
"欲しい","ほしい","ほ","wanting (to have), desiring.","私は鉛筆をけずるナイフがほしい。","I want a knife to sharpen my pencil with.","食欲, 意欲, 欲望, 欲張り"
"甘い","あまい","あま","sweet-tasting, sweet.","このチョコレートはとっても甘くておいしい。","This chocolate is very sweet and tasty.","甘味"
"靴下","くつした","くつ.した","socks, sock.","この靴下の片方はどこだ。","Where is the mate to this sock?","靴屋, 革靴, 軍靴, 下宿, 地下鉄"
"又","また","また","again, once more.","また会えて嬉しいよ。","Nice to see you again!",""
"面白い","おもしろい","おも.しろ","interesting, fascinating.","新聞には何も面白いことは載っていない。","There is nothing interesting in the newspaper.","場面, 表面, 面倒, 白髪, 真面目, 青白い"
"今朝","けさ","けさ","this morning.","今朝はとても寒かった。","It was very cold this morning.","今月, 今日, 今年, 毎朝, 早朝"
"丸い","まるい","まる","round, circular.","コロンブスは地球が丸いと信じていた。","Columbus believed that the earth was round.","丸々, 日の丸"
"泳ぐ","およぐ","およ","to swim, to struggle through (a crowd).","この湖で泳ぐのは危険だと思うんだ。","I think it is dangerous to swim in the lake.","水泳, 競泳, 平泳ぎ"
"掛ける","かける","か","to hang up (e.g. a coat, a picture on the wall), to let hang.","コートをハンガーに掛けておきなさい。","Put your coat on a hanger.","心掛け, 手掛かり, 大掛かり"
"休む","やすむ","やす","to be absent, to take a day off.","彼はよく会合を休む。","He often absents himself from meetings.","休暇, 休憩, 休業, 夏休み"
"近い","ちかい","ちか","near, close.","クリスマスが近くなってきた。","Christmas is fast approaching.","近所, 身近, 最近"
"太い","ふとい","ふと","fat, thick.","彼は太い首をしている。","He has a thick neck.","太陽, 太鼓, 太平洋"
"薄い","うすい","うす","thin (of an object), pale.","肉を薄く切りなさい。","Cut the meat into thin slices.","軽薄, 薄暗い"
"返す","かえす","かえ","to return (something), to restore.","お金は明日返すよ。","I'll give you back the money tomorrow.","返事, 返還"
"万年筆","まんねんひつ","まん.ねん.ひつ","fountain pen.","新しい万年筆をなくしてしまった。","I have lost my new fountain pen.","万歳, 万能, 万一, 来年, 今年, 去年, 鉛筆, 筆者, 随筆, 一昨年"
"飲み物","のみもの","の..もの","drink, beverage.","何か飲み物をいただけますか。","May I have something to drink?","飲物, 建物, 動物, 物質, 荷物, 果物, 湯飲み, 飲食店"
"曇り","くもり","くも","cloudiness, cloudy weather.","昨日、東京は曇りでしたか。","Was it cloudy in Tokyo yesterday?",""
"灰皿","はいざら","はい.ざら","ashtray.","その缶は灰皿の代わりになる。","The can will do for an ashtray.","灰色, 石灰, 小皿, 火山灰, 受け皿, 皿洗い"
"乗る","のる","の","to get on (train, plane, bus, ship, etc.), to get in.","１１時の列車に乗るつもりです。","I'm catching the 11:00 train.","乗客, 乗車, 乗り物, 乗り換える"
"話す","はなす","はな","to talk, to speak.","ジョンはお客さんと電話で話した。","John talked with his customer on the phone.","電話, 会話, 話し合う"
"立つ","たつ","た","to stand (up), to rise.","次々に立って出ていった。","One after another they stood up and went out.","独立, 立派, 立場"
"椅子","いす","い.す","chair, seat.","ちょっと椅子をずらしてくれない？","Could you move the chair a bit?","帽子, 子供, 双子, 王子"
"撮る","とる","と","to take (a photograph), to record (audio or video).","これは私の妹を撮った写真です。","This is a picture of my sister.","撮影, 特撮, 写真撮影, 特殊撮影"
"締める","しめる","し","to tie, to fasten.","離陸の際は、シートベルトを締めなくてはならない。","You must fasten your seat belts during take-off.","締切, 取締役, 戸締まり"
"九つ","ここのつ","ここの","nine, nine years of age.","太陽をまわる惑星は９つもあり、地球もその１つである。","There are nine planets travelling around the sun, the earth being one of them.","九州, 九日"
"洗う","あらう","あら","to wash, to cleanse.","そのバッグを洗うときは洗濯機に入れないでください。","When you wash the bag, please do not put it in the washing machine.","洗濯, 洗剤, 水洗, お手洗い"
"風呂","ふろ","ふ.ろ","bath, bathing.","インカ人はヨーロッパ人よりも多く風呂へ入った。","The Inca took baths more often than Europeans.","台風, 風邪, 風景, 扇風機"
"弱い","よわい","よわ","weak, frail.","それを言われると弱いなあ。","That sure puts me on the spot.","弱点, 貧弱"
"小さい","ちいさい","ちい","small, little.","その机はメグには小さすぎる。","The desk is too small for Meg.","小鳥, 小屋, 小説, 小学校"
"辛い","からい","から","spicy, hot.","私は辛い食物はあまり好きではない。","I don't care too much for hot food.","香辛料"
"一人","ひとり","ひと.り","one person, being alone.","私は一人の弟がいます。","I have one brother.","一緒, 一番, 唯一, 人形, 恋人, 一昨日, 外国人"
"座る","すわる","すわ","to sit (down), to have a seat.","数人の学生がベンチに座り、昼食を食べていた。","Some students were sitting on the bench and having lunch.","座席, 座敷, 星座, 座布団"
"重い","おもい","おも","heavy, weighty.","体積が大きいからといって常に重量も重いとは限らない。","Great bulk does not always mean great weight.","重視, 貴重, 重大"
"食べる","たべる","た","to eat, to live on (e.g. a salary).","もっと果物を食べるべきです。","You should eat more fruit.","食堂, 食器, 食べ物, 食料品"
"青い","あおい","あお","blue, azure.","なぜ空が青いか知っているか。","Do you know why the sky is blue?","青年, 真っ青, 青少年"
"短い","みじかい","みじか","short, brief.","日がだんだん短くなっている。","The days are becoming shorter.","短期, 短所, 短編, 長短"
"這入る","はいる","は.い","to enter, to come in.","日本の家に入るときには靴を脱がなくてはなりません。","You must remove your shoes when you enter a Japanese house.","這裏, 這松, 入院, 入口, 入学, 横這い"
"八百屋","やおや","や.お.や","greengrocer, fruit and vegetable shop.","その八百屋は客にとても親切だ。","The greengrocer is very kind to his customers.","八月, 百姓, 部屋, 屋上, 屋外, 床屋, 百貨店, 百科事典, 八つ当たり"
"閉める","しめる","し","to close, to shut.","どうかドアを閉めてくれませんか。","Will you please shut the door?","閉会, 閉鎖"
"遊ぶ","あそぶ","あそ","to play (games, sports), to enjoy oneself.","２人の子供が通りで遊んでいた。","There were two children playing on the street.","遊牧, 外遊, 遊園地"
"会う","あう","あ","to meet, to encounter.","前に彼にあったのを覚えている。","I remember seeing him before.","会社, 会議, 会場"
"覚える","おぼえる","おぼ","to memorize, to memorise.","あなたが知っている事を全部彼に話す事を覚えておいてください。","You must remember to tell him all that you know.","覚悟, 感覚, 目覚まし"
"晴れる","はれる","は","to clear up, to clear away.","明日は晴れるだろう。","It will be fine tomorrow.","快晴, 晴天, 素晴らしい"
"再来年","さらいねん","さ.らい.ねん","year after next.","祖父は、再来年引退する予定です。","My grandfather is planning to retire the year after next.","再三, 再建, 来月, 来週, 今年, 去年, 再来月, 出来事, 一昨年"
"違う","ちがう","ちが","to differ (from), to be different.","その点では私は君と意見が違う。","I differ from you on that point.","違反, 相違, 間違える"
"花瓶","かびん","か.びん","(flower) vase, vase used to hold flower offerings (often made of gilded copper).","花びんは粉々になった。","The vase broke into fragments.","花見, 花壇, 生け花, 瓶詰め, 火炎瓶, 魔法瓶"
"降る","ふる","ふ","to fall (of rain, snow, ash, etc.), to come down.","シカゴのあたりでは雨が降っていました。","It was raining around Chicago.","以降, 下降"
"消す","けす","け","to erase, to rub out.","寝る前に電気を消してください。","Turn off the light before you go to bed.","消費, 消防"
"本棚","ほんだな","ほん.だな","bookshelves, bookshelf.","この本棚は組み立てが簡単です。","This bookcase is easy to assemble.","本当, 日本, 根本, 戸棚, 棚上げ, 大陸棚"
"要る","いる","い","to be needed, to be necessary.","今のところお金はいらない。","I don't need money at present.","必要, 主要, 重要, 要求"
"曲がる","まがる","ま","to bend, to curve.","風に吹かれて木が曲がった。","The tree bent in the wind.","作曲, 曲線"
"始まる","はじまる","はじ","to begin, to start.","その試合は何時に始まりますか。","What time does the game start?","開始, 原始, 始終"
"誰か","だれか","だれ","someone, somebody.","「誰か車の中にいるのですか」「トムがいます」","Who is in the car? Tom is.",""
"彼方","かなた","か.なた","beyond, across.","船は、水平線の彼方に消えた。","The ship disappeared beyond the horizon.","彼女, 彼岸, 仕方, 一方, 夕方, 両方"
"冷たい","つめたい","つめ","cold (to the touch), chilly.","もう手が冷たくって。","My hand's getting too cold.","冷房, 冷蔵庫"
"何時","いつ","いつ","when, at what time.","いつ旅行においでになりますか。","When will you go on a journey?","時間, 時々, 時計, 時代, 如何にも"
"厚い","あつい","あつ","thick, deep.","氷は２インチの厚さだ。","The ice is two inches thick.","濃厚, 厚着"
"今晩","こんばん","こん.ばん","tonight, this evening.","今晩は少し熱っぽいのです。","I feel a bit feverish tonight.","今月, 今日, 今朝, 今年, 毎晩, 晩御飯"
"疲れる","つかれる","つか","to get tired, to tire.","そのとき、彼らは、ブラックベリーの林の周りをつかれて、のどがかわくまで競争して遊んでいました。","Then they played ring-a-ring-a-rosy until they were tired and thirsty.","疲労, 疲弊, お疲れ様"
"並ぶ","ならぶ","なら","to line up, to stand in a line.","列に並んで長い間待たされた後、身分証明として正式な出生証明書が必要だといわれた。","After a long wait in line, she was told she should get a certified copy of her birth certificate as identification.","並木, 並行, 軒並み"
"困る","こまる","こま","to be troubled, to have difficulty.","困ったら私に助けを求めなさい。","Turn to me for help if you are in difficulty.","困難, 貧困, 困惑, 困り果てる"
"若い","わかい","わか","young, youthful.","「彼女は若いですか」「はい」","Is she young? Yes, she is.","若干, 若者, 若々しい"
"涼しい","すずしい","すず","cool, refreshing.","日増しに涼しくなっていく。","It's getting cooler day by day.","涼風, 清涼, 清涼飲料水"
"起きる","おきる","お","to get up, to rise.","６時ごろ起きた。","I got up at about six.","起床, 起源"
"早い","はやい","はや","fast, quick.","あれは世界で最も速い電車です。","That is the fastest train in the world.","早速, 早口"
"貸す","かす","か","to lend, to loan.","鞄が必要です。貸してください。","I need a bag. Will you lend me one?","貸出, 賃貸, 貸し出し"
"醤油","しょうゆ","しょう.ゆ","soy sauce, soya sauce.","同社は醤油その他の食品を生産する。","The company produces soy sauce and other food products.","肉醤, 石油, 油絵, 灯油"
"可愛い","かわいい","か.わい","cute, adorable.","この世にかわいい子はただ一人、母親にとってはそれはわが子。","There's only one pretty child in the world, and every mother has it.","可能, 許可, 愛情, 可哀想, 可愛らしい"
