Question,Answer,Furigana,Meaning,Example,Translation,VocabWords
"行動","こうどう","こう.どう","action, conduct.","彼は友人の行動に憤慨した。","He resented his friend's action.","銀行, 行儀, 動物, 自動車"
"講演","こうえん","こう.えん","lecture, address.","今夜の講演は誰ですか。","Who is going to speak tonight?","講義, 講堂, 講師, 休講, 演技, 演説, 演奏, 演劇"
"高速","こうそく","こう.そく","high-speed, rapid.","超高速がコンコルド機の特徴だ。","Great speed is a feature of the Concorde.","高校, 残高, 急速, 速度, 時速, 高校生"
"合格","ごうかく","ごう.かく","passing (an exam), pass.","私の兄は試験に合格できなかった。","My brother failed to pass the examination.","都合, 試合, 合併, 価格, 格好, 性格, 格別, 間に合う"
"合計","ごうけい","ごう.けい","sum total, total amount.","この数字の列を合計しなさい。","Add up this column of figures.","都合, 試合, 合併, 時計, 会計, 計画, 計算, 間に合う"
"豪華","ごうか","ごう.か","extravagant, lavish.","何と豪華な家々でしょう。","What splendid houses they are!","富豪, 強豪, 豪快, 豪雨, 中華, 華麗, 華々しい"
"国家","こっか","こっ.か","state, country.","同じ事が国家についても当てはまる。","The same is true of the nation.","外国, 天国, 家族, 家賃, 家庭"
"国会","こっかい","こっ.かい","National Diet, Imperial Diet.","火曜日に国会が開かれる。","The Diet will meet on Tuesday.","外国, 国家, 天国, 会社, 会議, 会場, 出会う"
"国境","こっきょう","こっ.きょう","border (between countries), national border.","イングランドとスコットランドの間の恒常的な国境戦争は終わった。","The constant border wars between England and Scotland came to an end.","外国, 国家, 天国, 環境, 境界, 境遇"
"国語","こくご","こく.ご","national language, Japanese language (esp. as a school subject in Japan).","第二に、いくつかのクリオールはそれ自体独立した「国語」となるかもしれない。","Secondly, some of the Creoles may become independent national languages in their own right.","外国, 国家, 天国, 英語, 物語, 言語"
"国民","こくみん","こく.みん","people (of a country), nation.","国民は歓呼して彼を国王に迎えた。","The people acclaimed him King.","外国, 国家, 天国, 市民, 住民, 農民, 民間"
"腰","こし","こし","lower back, waist.","腰に持病があります。","I have back problems.",""
"骨","ほね","ほね","bone, frame.","骨が完全にくっつくには１ヶ月くらいはかかるだろう。","It'll take the bone a month or so to set completely.",""
"今回","こんかい","こん.かい","this time, now.","今回はしくじれないぞ。","You cannot fail this time.","今月, 今日, 今朝, 今年, 回復"
"今後","こんご","こん.ご","from now on, hereafter.","今後気をつけなくてはなりません。","You must be careful from now on.","今月, 今日, 今朝, 今年, 午後, 後者"
"困難","こんなん","こん.なん","difficulty, hardship.","彼の言ってる事を理解するのは困難だ。","I found it difficult to understand what he was saying.","貧困, 困惑, 盗難, 災難, 有難い, 困り果てる"
"根","ね","ね","root (of a plant), root (of a tooth, hair, etc.).","彼らは皆、根は善良な男たちなのだ。","They are all good men at heart.",""
"混乱","こんらん","こん.らん","disorder, chaos.","国会は混乱のうちに散会した。","The Diet broke up in confusion.","混雑, 乱暴, 反乱"
"左右","さゆう","さ.ゆう","left and right, right and left.","彼は怒って首を左右に振った。","He gave an angry shake of his head.","左翼, 左手, 右手, 右翼, 右側, 左利き"
"差","さ","さ","difference, variation.","彼の馬は３馬身の差で勝った。","His horse won by three lengths.",""
"差別","さべつ","さ.べつ","distinction, differentiation.","その週間は差別とは関係がなかった。","That week had nothing to do with discrimination.","特別, 別荘, 交差点, 日差し, 差し上げる"
"座席","ざせき","ざ.せき","seat, seat number.","鞄を座席の下に置いてください。","Stick the bag down under the seat.","座敷, 星座, 出席, 欠席, 客席, 座布団"
"再び","ふたたび","ふたた","again, once more.","そのようなことが再び起こりうるだろうか。","Can such a thing happen again?","再三, 再建, 再来年, 再来月"
"最も","もっとも","もっと","most, extremely.","彼がその画家を尊敬するのはもっともだ。","He may well respect the artist.","最近, 最早, 最後, 最初"
"最高","さいこう","さい.こう","best, supreme.","彼は現存する最高の芸術家である。","He is the greatest living artist.","最近, 最早, 最後, 最初, 高校, 残高, 高校生"
"最終","さいしゅう","さい.しゅう","last, final.","最終電車はいつ出ますか。","When does the last train leave?","最近, 最早, 最後, 最初, 始終, 終了"
"最低","さいてい","さい.てい","least, lowest.","私は最低２マイルは歩ける。","I can walk at least two miles.","最近, 最早, 最後, 最初, 低下, 低気圧"
"才能","さいのう","さい.のう","talent, ability.","君には音楽の才能がある。","You have a gift for music.","天才, 漫才, 秀才, 可能, 機能, 能力"
"裁判","さいばん","さい.ばん","trial, judgement.","裁判は公明正大であることが要求される。","Judgment requires impartiality.","裁縫, 制裁, 独裁, 判断, 審判, 批判, 評判"
"際","さい","さい","occasion, time.","火事の際は１１９番に電話してください。","In the case of fire, dial 119.",""
"材料","ざいりょう","ざい.りょう","materials, ingredients.","小麦粉はケーキの主な材料だ。","Flour is the main ingredient in cakes.","木材, 材木, 取材, 人材, 料理, 給料, 食料, 食料品"
"罪","つみ","つみ","crime, sin.","ビルはその罪を犯していなかった。","Bill did not commit the crime.",""
"財産","ざいさん","ざい.さん","property, fortune.","ミスで財産を失った。","My mistake cost me my fortune.","財布, 財政, 財閥, 産業, 生産, 土産, 文化財, お土産"
"作家","さっか","さっ.か","author, writer.","その作家は私たちによく知られています。","The writer is well known to us.","作文, 作業, 作品, 家族, 家賃, 家庭"
"作業","さぎょう","さ.ぎょう","work, operation.","私がいない間も作業を続けなさい。","Carry on working while I'm away.","作文, 作家, 作品, 授業, 工業, 産業, 卒業, 営業"
"作曲","さっきょく","さっ.きょく","composition (of music), setting.","この音楽はバッハによって作曲された。","This music was composed by Bach.","作文, 作業, 作家, 作品, 曲線"
"作品","さくひん","さく.ひん","work (e.g. book, film, painting, composition), piece.","これは母の作品の一つです。","It is something my mother made.","作文, 作業, 作家, 出品, 品物, 手品, 食料品"
"殺す","ころす","ころ","to kill, to slay.","おまえはオレを殺そうとしている。","You are trying to kill me.","自殺, 暗殺, 殺人, 虐殺"
"参加","さんか","さん.か","participation, joining.","あなたは競技に参加しましたか。","Did you take part in the game?","参考, 持参, 増加, 加減"
"参考","さんこう","さん.こう","reference, consultation.","参考のためにカタログをお送りください。","Please send me a catalogue for review.","参加, 持参, 考慮, 思考"
"賛成","さんせい","さん.せい","approval, agreement.","私たちの計画に賛成してくれますか。","Are you agreeable to our plan?","賛美, 賛否, 絶賛, 賛同, 完成, 構成, 成功, 成人"
"酸素","さんそ","さん.そ","oxygen (O), oxygen inhalation.","酸素が無ければ生きられない。","You can't live without oxygen.","酸性, 酸化, 素敵, 素人, 要素, 素晴らしい"
"残り","のこり","のこ","remainder, remnant.","私たちの内残りの者はあとに残ることになっている。","The rest of us are to stay behind.","残念, 名残, 残高"
"使用","しよう","し.よう","use, application.","使用する前に瓶を振ってください。","Shake the bottle before using.","大使, 用意, 利用, 用事, 大使館"
"姿","すがた","すがた","figure, form.","自分の姿を鏡にうつして見なさい。","Look at yourself in the mirror.",""
"市場","いちば","いち.ば","(town) market, (street) market.","誰かが、例えば、羊とか馬を市場に出ているもので等しい価値があると考えるものと交換することが出来たのである。","Somebody could exchange a sheep or a horse, for example, for anything in the marketplace that they considered to be of equal value.","市民, 都市, 場所, 会場, 工場, 駐車場, 飛行場"
"思わず","おもわず","おも","unconsciously, involuntarily.","彼は思わず笑った。","He laughed in spite of himself.","思想, 不思議, 思い出す"
"思想","しそう","し.そう","thought, idea.","我々は言葉によって思想を表現する。","We express thought with language.","愛想, 想像, 理想, 不思議, 可哀想, 思い出す"
"指導","しどう","し.どう","guidance, leadership.","彼女はその党の指導的任務につくことを承認した。","She has consented to take the leadership of the party.","指図, 導入, 誘導, 目指す, 半導体"
"支店","してん","し.てん","branch office, branch store.","７月１０日より札幌支店を開設いたします。","On July 10, we will open our Sapporo branch.","支配, 店員, 書店, 喫茶店, 差し支え"
"支配","しはい","し.はい","rule, domination.","静けさが森を支配していた。","Silence reigned in the forest.","支店, 心配, 配達, 分配, 差し支え"
"支払う","しはらう","し.はら","to pay.","私はその本に３ドル支払った。","I paid 3 dollars for the book.","支店, 支配, 支払い, 差し支え, 酔っ払い, 払い込む"
"死亡","しぼう","し.ぼう","death, dying.","我々は彼の死亡のニュースにショックを受けた。","We were shocked at the news of his death.","必死, 死体, 死刑, 滅亡, 亡命"
"詩人","しじん","し.じん","poet, poets and artists.","イギリス人は自国の詩人を誇りにしている。","England is proud of her poets.","詩集, 詩歌, 人形, 一人, 恋人, 風物詩, 外国人"
"資源","しげん","し.げん","resources, Agency of Natural Resources and Energy.","海は各種の資源を与えてくれる。","The ocean affords various kinds of resources.","資本, 資料, 資格, 資金, 電源, 起源, 語源"
"事","こと","こと","thing, matter.","「Ｕ．Ｆ．Ｏとは何を表しているの」「未確認飛行物体のことだと思う」","What does U.F.O. stand for? It means Unidentified Flying Object, I guess.",""
"事件","じけん","じ.けん","event, affair.","この事件に手を貸してください。","Give me a hand with this case.","事故, 仕事, 見事, 条件, 用件, 事務所, 無条件, 人件費"
"事実","じじつ","じ.じつ","fact, truth.","事実は小説よりも奇なり。","Fact is stranger than fiction.","事故, 仕事, 見事, 確実, 実験, 現実, 事務所"
"事情","じじょう","じ.じょう","circumstances, conditions.","そこに行くかもしれないが、それは事情次第だ。","I may go there, but that depends.","事故, 仕事, 見事, 感情, 情報, 事務所, 情け深い"
"事務","じむ","じ.む","office work, clerical work.","事務弁護士に遺言状の作成を依頼した。","I asked the solicitor to make out my will.","事故, 仕事, 見事, 義務, 公務員"
"時","とき","とき","time, hour.","１２才の時彼は声変わりした。","His voice broke when he was twelve.",""
"時期","じき","じ.き","time, season.","１年のこの時期は天候がよく変わる。","The weather changes very often at this time of year.","時間, 時々, 何時, 時計, 時代, 延期, 期間, 期待, 長期"
"示す","しめす","しめ","to (take out and) show, to demonstrate.","何もかも彼の有罪をしめしている。","Everything points to his guilt.","掲示, 指示, 展示, 暗示"
"自殺","じさつ","じ.さつ","suicide, attempted suicide.","彼は自殺しようとしたが、未遂に終わった。","He tried to kill himself but it ended in failure.","自然, 暗殺, 殺人, 虐殺, 自転車, 自惚れ, 自動車"
"自身","じしん","じ.しん","(one's) self, oneself.","ジェーン自身がこの手紙を書いた。","Jane wrote the letter herself.","自然, 出身, 中身, 身長, 自転車, 自惚れ, 自動車"
"自然","しぜん","し.ぜん","nature, natural.","われわれは自然の法則に従う。","We are subject to the laws of nature.","天然, 突然, 偶然, 全然, 自転車, 自惚れ, 自動車"
"自動","じどう","じ.どう","automatic, intransitive verb.","彼女は自動式の洗濯機をもっている。","She has an automatic washing machine.","自然, 動物, 自転車, 自惚れ"
"失う","うしなう","うしな","to lose, to miss (a chance, opportunity).","ミスで財産を失った。","My mistake cost me my fortune.","失業, 失敗, 失望, 失格"
"失業","しつぎょう","しつ.ぎょう","unemployment, losing one's job.","この地域の失業はほぼないに等しい。","Unemployment in this part of the country is virtually nonexistent.","失敗, 失望, 失格, 授業, 工業, 産業, 卒業, 営業"
"質","しつ","しつ","quality, value.","お茶の質は下がりつつある。","The quality of tea is going down.",""
"実は","じつは","じつ","as a matter of fact, by the way.","実はそれはただのうわさだったよ。","Actually, it was just a rumour.","確実, 実験, 現実"
"実験","じっけん","じっ.けん","experiment, experimentation.","実験は成功だった。","The experiment was successful.","確実, 現実, 試験, 経験, 受験, 体験"
"実現","じつげん","じつ.げん","implementation (e.g. of a system), materialization.","あなたの夢がみんな実現されますように。","May all your dreams come true!","確実, 実験, 現実, 現金, 現在"
"実行","じっこう","じっ.こう","execution (e.g. of a plan), carrying out.","私は彼の実行的能力を信頼している。","I trust his executive ability.","確実, 実験, 現実, 銀行, 行儀"
"実際","じっさい","じっ.さい","reality, actuality.","この物語は実際の出来事に基づいている。","This story is based on actual events.","確実, 実験, 現実, 国際, 手際, 交際"
"実施","じっし","じっ.し","enforcement, implementation.","その計画は実施された。","The plan was put into operation.","確実, 実験, 現実, 施設, 施行, 布施"
"芝居","しばい","しば.い","play, drama.","どの芝居がいいですか。","Can you recommend a good play?","芝生, 住居, 居間, 居住"
"借金","しゃっきん","しゃっ.きん","debt, loan.","君は借金を払うべきだ。","You should pay your debts.","貸借, 針金, 賃金, 金槌, 金曜日, 借り入れ"
"主義","しゅぎ","しゅ.ぎ","doctrine, rule.","それは私の主義に反する。","That runs against my principles.","家主, 地主, 講義, 義務, 意義, 正義, ご主人"
"主張","しゅちょう","しゅ.ちょう","claim, insistence.","私たちはその重要性を主張した。","We insisted on its importance.","家主, 主義, 地主, 緊張, ご主人, 欲張り, 引っ張る, 張り切る"
"主婦","しゅふ","しゅ.ふ","housewife, mistress (of the house).","主婦は節約に努めるべきである。","A housewife should be economical.","家主, 主義, 地主, 婦人, 夫婦, ご主人, 看護婦, 産婦人科"
"主要","しゅよう","しゅ.よう","chief, main.","日本の主要作物は米である。","The main crop of Japan is rice.","家主, 主義, 地主, 必要, 重要, 要求, ご主人"
"手術","しゅじゅつ","しゅ.じゅつ","surgery, operation.","手術をしなければなりません。","You have to have an operation.","派手, 上手, 下手, 技術, 芸術, 学術, 運転手, 美術館"
"手段","しゅだん","しゅ.だん","means, way.","全ての手段が試みられたわけではない。","Every means has not been tried.","派手, 上手, 下手, 階段, 値段, 段々, 普段, 運転手"
"種類","しゅるい","しゅ.るい","variety, kind.","動物園にはたくさんの種類の動物がいる。","There are many kinds of animals in the zoo.","一種, 人種, 品種, 書類, 人類, 親類, 分類"
"首相","しゅしょう","しゅ.しょう","prime minister, chancellor (Germany, Austria, etc.).","首相の留守中は外務大臣が代理を務める。","The foreign minister will act for the Prime Minister in his absence.","首都, 手首, 首脳, 相手, 相撲, 相応しい, 相変わらず"
"首都","しゅと","しゅ.と","capital (city), metropolis.","東京は日本の首都です。","Tokyo is the capital of Japan.","首相, 手首, 首脳, 都合, 都会, 都市"
"収穫","しゅうかく","しゅう.かく","harvest, crop.","私たちはみな収穫の手伝いをした。","We all helped with the harvest.","収入, 吸収"
"収入","しゅうにゅう","しゅう.にゅう","income, earnings.","収入以上の生活をするな。","Do not live above your income.","収穫, 吸収, 入院, 入口, 入学"
"周囲","しゅうい","しゅう.い","surroundings, environs.","生活のしかたを周囲の状況に合わせたらどうだい。","Why don't you adapt your way of life to circumstances?","周辺, 円周, 周期, 範囲, 囲碁, 雰囲気"
"宗教","しゅうきょう","しゅう.きょう","religion, religious affiliation.","手始めは、三大宗教の聖地、エルサレムを訪れることだった。","For a start, I visited Jerusalem - a sacred place for three major religions.","宗派, 宗門, 教室, 教育, 浄土真宗"
"就職","しゅうしょく","しゅう.しょく","finding employment, getting a job.","なぜ就職を断られたのか。","Why was I turned down for the job?","就任, 就業, 就活, 職業, 職人, 職員"
"州","しゅう","しゅう","state (of the US, Australia, India, Germany, etc.), province (e.g. of Canada).","南部の州へ冬期に旅行すると、今旅行するよりも料金が高くなります。","Traveling to the southern states during the winter will be costlier than it is now.",""
"修正","しゅうせい","しゅう.せい","amendment, correction.","失礼ですが御提案を修正させていただきます。","I beg to modify your proposal.","修理, 修繕, 研修, 修了, 正午, 正直"
"修理","しゅうり","しゅう.り","repair, mending.","その車は修理する価値がない。","The car isn't worth repairing.","修正, 修繕, 研修, 修了, 料理, 無理, 理由, 地理, 管理"
"終える","おえる","お","to finish, to graduate.","その仕事をもう終えましたか。","Are you through with the work?","最終, 始終, 終了"
"週","しゅう","しゅう","week, weekly publication.","それはその前の週に買ったものでした。","I had bought it the week before.",""
"集団","しゅうだん","しゅう.だん","group, mass.","君はいまやエリート集団の一員だ。","You are now among the elite.","集中, 集会, 布団, 団扇, 団体, 座布団"
"集中","しゅうちゅう","しゅう.ちゅう","concentration (on a task), focusing one's attention.","私は読書に集中していた。","I was concentrating on reading.","集団, 集会, 背中, 年中, 途中, 中学校, 真ん中"
"住宅","じゅうたく","じゅう.たく","residence, housing.","どちらかといえば木造住宅に住みたい。","I'd rather live in a wooden house.","住所, 住民, 帰宅, 邸宅"
"住民","じゅうみん","じゅう.みん","inhabitant, resident.","ウェストハンプトン州住民によって、議会の構成員として選出されるのです。","We're chosen by the people of Westhamptonshire County to be members of the council.","住所, 住宅, 市民, 国民, 農民, 民間"
"重視","じゅうし","じゅう.し","regarding as important, attaching importance to.","人生においてお金を重視する人もいる。","Some people place a lot more emphasis on the importance of money in life.","貴重, 重大, 無視, 監視, 視察, 視点"
"重大","じゅうだい","じゅう.だい","serious, important.","彼は重大な発見をした。","He made an important discovery.","重視, 貴重, 大学, 大勢, 大人, 大使館, 大好き"
"重要","じゅうよう","じゅう.よう","important, essential.","その結び目を守るのは重要なことだ。","Maintaining that tie is important.","重視, 貴重, 重大, 必要, 主要, 要求"
"宿","やど","やど","lodging, inn.","宿の主人は召使い達にがなりたてた。","The landlord barked at his servants.",""
"宿泊","しゅくはく","しゅく.はく","accommodation, lodging.","６人宿泊させて欲しい。","We need accommodation for six.","宿題, 下宿, 宿命, 停泊"
"祝い","いわい","いわ","congratulation, congratulations.","私は彼の卒業祝いに電報を打った。","I wired him a message of congratulation on his graduation.","祝日, 祝福"
"出身","しゅっしん","しゅっ.しん","one's origin (e.g. city, country, parentage, school), alumnus (alumnae).","私は東京出身です。","I'm from Tokyo.","出口, 提出, 自身, 中身, 身長, 引き出し"
"出席","しゅっせき","しゅっ.せき","attendance, presence.","委員は全員出席している。","The committee are all present.","出口, 提出, 出身, 座席, 欠席, 客席, 引き出し"
"出発","しゅっぱつ","しゅっ.ぱつ","departure, leaving.","すぐに出発した方がいいですよ。","You had better depart at once.","出口, 提出, 出身, 発音, 発見, 発作, 爆発, 引き出し"
"出版","しゅっぱん","しゅっ.ぱん","publication, publisher.","ついにその本を出版した。","We finally published the book.","出口, 提出, 出身, 版画, 初版, 版権, 引き出し"
"出来事","できごと","で.き.ごと","occurrence, happening.","このようのしてその出来事は起こった。","This is how the incident happened.","出口, 提出, 出身, 来月, 来週, 来年, 事故, 仕事, 見事, 事務所, 引き出し"
"瞬間","しゅんかん","しゅん.かん","moment, instant.","この瞬間は歴史に記録されるだろう。","This moment will be recorded in history.","一瞬, 瞬時, 昼間, 時間, 人間, 世間"
"準備","じゅんび","じゅん.び","preparation, arrangements.","準備ができるまでちょっと待ってくれ。","Hang on a bit until I'm ready.","水準, 基準, 標準, 準急, 設備, 整備"
"順","じゅん","じゅん","order, turn.","見出し語はアルファベット順に並んでいます。","The entry words are arranged alphabetically.",""
"順調","じゅんちょう","じゅん.ちょう","favourable, favorable.","すべてが順調にいっている。","Everything is going very well.","順番, 順序, 道順, 調査, 調子"
"処理","しょり","しょ.り","processing, dealing with.","あなたはあの車をどう処理したのですか？","What did you do with that car?","処分, 処置, 対処, 処罰, 料理, 無理, 理由, 地理, 管理"
"署名","しょめい","しょ.めい","signature, signature-collecting campaign.","この手紙には署名がない。","This letter bears no signature.","部署, 有名, 名前, 名字, 消防署, 税務署, 警察署"
"書類","しょるい","しょ.るい","document, papers.","この手紙を書類にしてもらいたい。","I want this letter registered.","葉書, 書留, 種類, 人類, 親類, 分類, 図書館, 下書き"
"助手","じょしゅ","じょ.しゅ","assistant, helper.","私は助手を探している。","I am looking for an assistant.","援助, 救助, 派手, 上手, 下手, 運転手"
"女王","じょおう","じょ.おう","queen, female champion.","女王は豪華な服装をしていた。","The queen was richly appareled.","女性, 女房, 彼女, 王子, 王様, 王女, 女の子"
"女子","じょし","じょ.し","woman, girl.","このクラスには１５人の男子と２８人の女子がいる。","This class consists of 15 boys and 28 girls.","女性, 女房, 彼女, 帽子, 子供, 双子, 椅子, 王子, 女の子"
"女優","じょゆう","じょ.ゆう","actress, female actor.","その女優はせりふを台なしにした。","The actress murdered her lines.","女性, 女房, 彼女, 俳優, 優秀, 女の子"
"商売","しょうばい","しょう.ばい","trade, business.","地元の店は観光客相手に順調な商売をしている。","Local shops do good business with tourists.","商品, 商人, 商社, 商店, 販売, 売り場"
"商品","しょうひん","しょう.ひん","commodity, article of commerce.","食料品と衣類の陳列台にある商品は非常に安かった。","Goods at the food and clothing stalls were very cheap.","商売, 商人, 商社, 商店, 出品, 品物, 手品, 作品, 食料品"
"少年","しょうねん","しょう.ねん","boy, juvenile.","少年は木に自分の名前を刻んだ。","The boy carved his name on the tree.","多少, 来年, 今年, 去年, 一昨年"
"尚","なお","なお","still, yet.","あとで起こったことはなお悪かった。","What followed was still worse.",""
"承認","しょうにん","しょう.にん","recognition, acknowledgement.","私の提案を承認していただけますか。","Could you approve my proposal?","承知, 了承, 承諾, 確認, 公認, 認識"
"招待","しょうたい","しょう.たい","invitation, (written) invitation.","ご招待をありがとうございます。","Thank you for your invitation.","招集, 招請, 期待, 待合室, 待ち合わせる"
"松","まつ","まつ","pine tree (Pinus spp.), highest (of a three-tier ranking system).","望遠鏡で見ると、それはたいまつであることがわかった。","It was identified by telescope as a torch.",""
"消費","しょうひ","しょう.ひ","consumption, expenditure.","その車は多量の燃料を消費する。","The car consumes a lot of fuel.","消防, 実費, 費用, 経費"
"消防","しょうぼう","しょう.ぼう","fire fighting, fire department.","彼が言うには、消防の仕事というのは大忙しか全く暇かのいずれかだそうだ。","He says firefighting is a feast or famine job.","消費, 予防, 防止"
"症状","しょうじょう","しょう.じょう","symptoms, condition (of a patient).","よくこういう症状が起きますか。","Do you have this symptom often?","重症, 発症, 現状, 状況, 状態, 病状, 後遺症"
"章","しょう","しょう","chapter, section.","教科書の各章に約１２もの練習問題がついている。","Each chapter in the textbook is followed by about a dozen comprehension questions.",""
"笑い","わらい","わら","laugh, laughter.","赤ん坊は敵意のある笑いができるほど年をとってはいない。","The baby is not old enough to be capable of hostile laughter.","微笑, 笑顔, 微笑む"
"笑顔","えがお","え.がお","smiling face, smile.","彼女の笑顔が感謝の気持ちを表した。","Her smile expressed her thanks.","微笑, 素顔, 顔面, 顔色, 微笑む"
"衝突","しょうとつ","しょう.とつ","collision, crash.","車がトラックに衝突した。","The car collided with a truck.","衝撃, 衝動, 折衝, 要衝, 突破, 突っ込む, 突き当たる"
"証明","しょうめい","しょう.めい","proof, testimony.","私が間違っていない事を証明しよう。","I'll show you that I am right.","保証, 証拠, 証券, 説明, 明後日"
"詳しい","くわしい","くわ","detailed, full.","もっと詳しい情報が欲しい。","I want more detailed information.","詳細, 不詳, 詳報, 詳述"
"賞","しょう","しょう","prize, award.","期待されたとおり彼は賞を得た。","As was expected, he won the prize.",""
"障害","しょうがい","しょう.がい","obstacle, impediment.","先駆者達は一連の障害を克服してきた。","The pioneers have overcome a series of obstacles.","故障, 気障, 保障, 損害, 被害, 利害"
"冗談","じょうだん","じょう.だん","joke, jest.","冗談はもうたくさんだ。","No more of your jokes, please.","冗舌, 冗句, 相談, 会談, 対談, 雑談"
"場面","ばめん","ば.めん","scene, setting.","その場面は彼の記憶の底に留まっていた。","The scene was embedded in his memory.","場所, 会場, 工場, 表面, 面倒, 駐車場, 飛行場, 面白い, 真面目"
"常に","つねに","つね","always, constantly.","常に疲労感があります。","I always have a tired feeling.","異常, 常識, 日常"
"常識","じょうしき","じょう.しき","common sense, good sense.","彼女には常識が欠けている。","She is lacking in common sense.","異常, 日常, 意識, 知識, 標識, 認識, 非常に"
"情報","じょうほう","じょう.ほう","information, news.","この情報は正しいか。","Is this information right?","感情, 事情, 電報, 報告, 予報, 情け深い, 天気予報"
"条件","じょうけん","じょう.けん","condition, term.","そちらの条件を受け入れましょう。","We will accept your conditions.","条約, 条例, 事件, 用件, 不条理, 人件費"
"状況","じょうきょう","じょう.きょう","state of affairs, situation.","状況をお知らせください。","Please let me know the status.","現状, 症状, 状態, 病状, 不況, 実況, 好況"
"状態","じょうたい","じょう.たい","state, condition.","その古家はひどい状態であった。","The old house was in bad shape.","現状, 症状, 状況, 病状, 態度, 事態, 重態, 実態"
"植物","しょくぶつ","しょく.ぶつ","plant, vegetation.","植物は土壌で育つ。","Plants are nourished by earth.","植木, 建物, 動物, 物質, 荷物, 果物, 植民地, 田植え"
"職業","しょくぎょう","しょく.ぎょう","occupation, profession.","彼の職業は弁護士です。","He is a lawyer by profession.","就職, 職人, 職員, 授業, 工業, 産業, 卒業, 営業"
"食事","しょくじ","しょく.じ","meal, dinner.","あなたのロボットは食事の支度、掃除、皿洗いその他の家事ができるでしょう。","Your robot will prepare meals, clean, wash dishes, and perform other household tasks.","食堂, 食器, 事故, 仕事, 見事, 食べ物, 食料品, 事務所"
"食品","しょくひん","しょく.ひん","food, food products.","この食品は有毒である。","This food is unhealthy.","食堂, 食器, 出品, 品物, 手品, 作品, 食べ物, 食料品"
"食料","しょくりょう","しょく.りょう","food, foodstuff.","彼らはじゅうぶんな食料を手に入れられなかった。","They could not get enough food.","食堂, 食器, 料理, 給料, 材料, 食べ物"
"信号","しんごう","しん.ごう","signal, signalling.","信号が青に変わったわよ。","The traffic light turned green.","信用, 信頼, 通信, 信仰, 番号, 記号, 符号"
"信用","しんよう","しん.よう","confidence, trust.","私はもう彼を信用しない。","I do not trust him any longer.","信号, 信頼, 通信, 信仰, 用意, 利用, 用事"
"信頼","しんらい","しん.らい","trust (in), confidence.","確かに彼は信頼できます。","You can certainly rely on him.","信号, 信用, 通信, 信仰, 依頼"
"審判","しんぱん","しん.ぱん","judgement, judgment.","大衆の注意は彼の審判に向けられた。","The public interest was directed at his judgement.","審議, 不審, 審査, 審理, 判断, 裁判, 批判, 評判"
"心臓","しんぞう","しん.ぞう","heart, guts.","私は自分の心臓が激しく打っているのがわかった。","I felt my heart beating wildly.","安心, 用心, 心地, 関心, 内臓, 肝臓, 臓器, 腎臓"
"心配","しんぱい","しん.ぱい","worry, concern.","その男の子は心配して病気になった。","The boy got sick from anxiety.","安心, 用心, 心地, 関心, 支配, 配達, 分配"
"心理","しんり","しん.り","state of mind, mentality.","私は彼の心理が分からない。","I can't understand his psychology.","安心, 用心, 心地, 関心, 料理, 無理, 理由, 地理, 管理"
"慎重","しんちょう","しん.ちょう","careful, cautious.","裁判官には慎重さがなくてはならない。","Discretion is proper to judges.","謹慎, 重視, 貴重, 重大, 不謹慎"
"新た","あらた","あら","new, fresh.","彼女は記憶を新たにするためにその写真を見た。","She looked at the picture to refresh her memory.","新聞, 新鮮, 新聞社"
"新鮮","しんせん","しん.せん","fresh, freshness.","どうやって新鮮な魚をえらぶのですか。","How can I pick out fresh fish?","新聞, 鮮明, 朝鮮, 新聞社, 北朝鮮"
"深刻","しんこく","しん.こく","serious, severe.","事態は非常に深刻である。","The situation is very serious.","深夜, 時刻, 遅刻, 彫刻"
"神","かみ","かみ","god, deity.","人間は神ほど万能ではない。","Man is not as almighty as God.",""
"神経","しんけい","しん.けい","nerve, nerves.","必ずしも成長段階の子供たちを、あまり細かい神経をつかって扱うべきでない。","Growing children should not always be handled with kid gloves.","神社, 精神, 神様, 経済, 経営, 経験"
"身","み","み","one's body, one's person.","カメレオンは周りの色に合わせて体色を変えることができる。","The chameleon can take on the colors of its background.",""
"身長","しんちょう","しん.ちょう","height (of a person), stature.","息子はもう私と同じ身長だ。","My son is now as tall as I am.","自身, 出身, 中身, 課長, 長閑, 校長, 長引く"
"進学","しんがく","しん.がく","advancing to the next stage of education, going on to (high school, college, etc.).","彼は大学院に進学しないだろう。","He won't go on to graduate school.","進歩, 前進, 学生, 学校, 大学, 小学校"
"進歩","しんぽ","しん.ぽ","progress, advance.","科学の進歩は止まることがない。","Advance in science is continuous.","進学, 前進, 歩道, 散歩"
"針","はり","はり","needle, pin.","針で親指を突いてしまった。","I pricked my thumb with a needle.",""
"人間","にんげん","にん.げん","human being, human.","どんなに財産があっても、貪欲な人間は満足できない。世界中の財宝を集めても幸福にはなれない。","No amount of wealth can satisfy a covetous man. All the treasure in the world won't make him happy.","人形, 一人, 恋人, 昼間, 時間, 世間, 外国人"
"人気","にんき","にん.き","popularity, public favor.","人気がでて彼女はうぬぼれた。","The popularity turned her head.","人形, 一人, 恋人, 元気, 気配, 湯気, 気質, 天気, 外国人"
