Question,Answer,Furigana,Meaning,Example,Translation,VocabWords
"予約","よやく","よ.やく","reservation, appointment.","「ホテルの予約はしてありますか」「すみませんが、まだなんです」","Have you reserved a hotel room? Sorry, not yet.","予定, 予習, 約束, 契約, 婚約, 節約, 天気予報"
"用意","ようい","よう.い","preparation, arrangements.","その部屋はあなたが使えるよう用意ができています。","The room is now ready for you.","利用, 用事, 意味, 意見, 注意, 意外"
"葉","は","は","leaf, blade (of grass).","こちらには大きなハスの葉があります。","We have very big lotus leaves.",""
"踊り","おどり","おど","dance, to dance (orig. a hopping dance).","私のガールフレンドは踊りがうまい。","My girlfriend is a good dancer.","舞踊"
"利用","りよう","り.よう","use, utilization.","休暇をできるだけ上手く利用しなさい。","Make the most of your vacation.","便利, 権利, 不利, 利益, 用意, 用事"
"理由","りゆう","り.ゆう","reason, grounds.","どうしてあなたにお詫びする理由があるのですか。","Why should I apologize to you?","料理, 無理, 地理, 管理, 自由, 経由, 不自由"
"両方","りょうほう","りょう.ほう","both, both sides.","この手袋は両方がそろっていない。","Their gloves are not in pairs.","両親, 両替, 両側, 両立, 仕方, 一方, 夕方"
"林","はやし","はやし","wood, woods.","林に竹が目立つ。","Bamboo stands out in the woods.",""
"例えば","たとえば","たと","for example, for instance.","たとえば、標本はいくつですか。","How many samples, for example?","例外, 実例"
"歴史","れきし","れき.し","history, historical.","私は地理より歴史が好きだ。","I prefer history to geography.","学歴, 経歴, 史上, 女史, 履歴書"
"連絡","れんらく","れん.らく","contacting, (making) contact.","ここに来た時は、必ず連絡してね。","Please get in touch with me when you are here.","関連, 脈絡"
"腕","うで","うで","arm, ability.","ＡＬＳのために、彼の手や腕はペンを握ったりタイプを打ったりすることができないほど弱くなってしまっていた。","ALS had made his hands and arms too weak to hold a pen or to type.",""
"音","おと","おと","sound, noise.","ここから海の音が聞こえる。","We can hear the ocean from here.",""
"工場","こうじょう","こう.じょう","factory, plant.","その工場は玩具を製造している。","The factory manufactures toys.","工業, 工夫, 大工, 人工, 場所, 会場, 駐車場, 飛行場"
"昼間","ひるま","ひる.ま","daytime, during the day.","太陽は昼間輝く。","The sun shines during the day.","昼食, 時間, 人間, 世間, 昼休み, 昼ご飯"
"途中","とちゅう","と.ちゅう","on the way, en route.","学校へ行く途中でトムに会った。","I met Tom on my way to school.","途端, 用途, 中途, 前途, 背中, 年中, 中学校, 真ん中"
"包む","つつむ","つつ","to wrap up, to pack.","彼女は贈り物を紙に包んだ。","She wrapped the present in paper.","包丁, 小包, 包装"
"売り場","うりば","う..ば","selling area, counter.","衛生用品売り場はどこですか。","Where is the sanitary section?","商売, 販売, 場所, 会場, 工場, 駐車場, 飛行場"
"選ぶ","えらぶ","えら","to choose, to select.","どうやって新鮮な魚をえらぶのですか。","How can I pick out fresh fish?","選手, 選択, 選挙, 抽選"
"行う","おこなう","おこな","to perform, to do.","自分の責任において何でも行いなさい。","Do everything at your own risk.","銀行, 行儀"
"思う","おもう","おも","to think, to consider.","晴れだと思うよ。","I think it will be sunny.","思想, 不思議, 思い出す"
"終わり","おわり","お","end, ending.","それは授業の終わりだった。","That was the end of the class.","最終, 始終, 終了"
"代わり","かわり","か","substitute, replacement.","自分で行く代わりに手紙を送りました。","Instead of going myself, I sent a letter.","時代, 交代, 現代"
"気持ち","きもち","き.も","feeling, sensation.","なんかそれ、ブヨブヨしていて気持ち悪いね。","Oooh, gross! What is that stuff? It's all spongy.","元気, 気配, 湯気, 気質, 天気, 維持, 持参, 金持ち"
"首","くび","くび","neck, head.","その首と頭部はとてもやわらかかった。","Its neck and head were very soft.",""
"具合","ぐあい","ぐ.あい","condition, state.","時計の具合が悪い。","Something is the matter with my watch.","道具, 玩具, 家具, 具体, 都合, 試合, 合併, 間に合う"
"仕方","しかた","し.かた","way, method.","あなたはチェスの仕方を知っていますか。","Do you know how to play chess?","仕事, 奉仕, 一方, 夕方, 両方, 仕組み, 仕上げ"
"台風","たいふう","たい.ふう","typhoon, hurricane.","台風が勢いを増した。","The typhoon gathered strength.","台所, 舞台, 灯台, 風邪, 風呂, 風景, 扇風機"
"確か","たしか","たし","sure, certain.","彼が間違っているのは確かです。","It is certain that he is wrong.","確実, 確認, 明確"
"値段","ねだん","ね.だん","price, cost.","このラジオの値段はいくらですか。","What is the price of this radio?","価値, 階段, 段々, 手段, 普段, 値引き"
"船","ふね","ふね","ship, boat.","彼らは船を岸に引き上げた。","They drew their boat on the beach.",""
"祭り","まつり","まつ","festival, feast.","その祭りはつまらないどころではありませんでした。","The festival was far from dull.","祭日, 冠婚葬祭"
"周り","まわり","まわ","circumference, girth.","周りを見渡しなさい。","Look about you.","周囲, 周辺, 円周, 周期"
"真ん中","まんなか","ま..なか","middle, centre.","砂漠の真ん中で私たちの車はガス欠になった。","We ran out of gas in the middle of the desert.","写真, 真剣, 背中, 年中, 途中, 真っ赤, 中学校, 真っ直ぐ"
"割合","わりあい","わり.あい","rate, ratio.","クラスの女生徒の男生徒に対する割合は３対２だ。","The proportion of girls to boys in our class is three to two.","役割, 割引, 都合, 試合, 合併, 間に合う"
"為","ため","ため","good, advantage.","あなたのためなら喜んでどんなことでもします。","I am ready to do anything for you.",""
"屋上","おくじょう","おく.じょう","rooftop, rooftop garden.","デパートの屋上にアドバルーンが上がっている。","There is an advertising balloon flying above the department store.","部屋, 屋外, 床屋, 上手, 上着, 八百屋, 申し上げる"
"火事","かじ","か.じ","fire, conflagration.","火事の際は１１９番に電話してください。","In the case of fire, dial 119.","花火, 火傷, 事故, 仕事, 見事, 火曜日, 事務所"
"金持ち","かねもち","かね.も","rich person, wealthy person.","金持ちが必ずしも幸福とは限らない。","The rich are not always happy.","針金, 賃金, 金槌, 維持, 持参, 金曜日, 気持ち"
"隅","すみ","すみ","corner, nook.","すみに誰かが隠れている。","Someone is hiding in the corner.",""
"考える","かんがえる","かんが","to think (about, of), to think over.","あなたは家族の事を考えるべきです。","You must think of your family.","参考, 考慮, 思考"
"細かい","こまかい","こま","small, fine.","塩漬けキャベツを細かく切る。","Chop the pickled cabbage finely.","細胞, 詳細, 心細い"
"坂","さか","さか","slope, incline.","坂を下りるときに彼女のおんぼろ自転車はキーキー音を立てた。","Her old bike squeaked as she rode down the hill.",""
"場合","ばあい","ば.あい","case, occasion.","この規則はどんな場合にでも当てはまる。","This rule applies to any case.","場所, 会場, 工場, 都合, 試合, 合併, 駐車場, 飛行場, 間に合う"
"数学","すうがく","すう.がく","mathematics, mathematician.","数学は彼女の弱点です。","Mathematics is her weak point.","数字, 学生, 学校, 大学, 小学校"
"祖父","そふ","そ.ふ","grandfather, old man.","我々は祖父の名前を息子に名付けた。","We named my son after my grandfather.","先祖, 祖母, 父母, お祖母さん"
"祖母","そぼ","そ.ぼ","grandmother, old woman.","私は祖母が大好きです。","I love my grandmother very much.","祖父, 先祖, 父母, お祖父さん"
"着物","きもの","き.もの","kimono, Japanese traditional clothing (esp. full-length).","これは、母が買ってくれたたった一枚の着物です。","This is the only kimono that my mother bought me.","到着, 上着, 着工, 建物, 動物, 物質, 荷物, 果物"
"注射","ちゅうしゃ","ちゅう.しゃ","injection, jab.","流感の予防ワクチンの注射をした。","I was vaccinated against the flu.","注意, 発射, 反射, 放射能"
"丁寧","ていねい","てい.ねい","polite, courteous.","漢字を書くときは点やはらいに気をつけて、なるべく早くていねいに書きましょう。","When drawing kanji be careful of dots and sweeps, write as carefully and quickly as possible.","丁度, 丁重, 包丁, 装丁, 安寧"
"展覧会","てんらんかい","てん.らん.かい","exhibition, to send to an exhibition.","私たちは毎年展覧会を開く。","We hold an exhibition every year.","発展, 展開, 展示, 展望, 閲覧, 会社, 会議, 会場, 博覧会, 出会う"
"田舎","いなか","いなか","rural area, countryside.","１週間田舎にいてすっかり元気になったような気がする。","I feel completely restored after a week in the country.","水田, 田園, 校舎, 宿舎, 庁舎, 田植え"
"倒れる","たおれる","たお","to fall (over, down), to collapse.","彼は横にばったり倒れた。","He fell flat on the floor.","倒産, 面倒, 圧倒"
"盗む","ぬすむ","ぬす","to steal, to plagiarize.","何冊かの本が盗まれた。","A number of books were stolen.","強盗, 盗難, 窃盗"
"特急","とっきゅう","とっ.きゅう","limited express (train for which a limited-express ticket is required), limited express (train making a limited no. of stops).","時計がおくれていたので、私は特急にのりそこねた。","As my watch was slow, I missed the special express.","特別, 特許, 特徴, 急行"
"倍","ばい","ばい","double, twice (as much).","彼は私の倍食べた。","He ate twice as much as I did.",""
"布団","ふとん","ふ.とん","futon, round cushion used for Zen meditation (traditionally made of woven bulrush leaves).","朝になると布団を片づけます。","In the morning, we put away our futons.","財布, 分布, 集団, 団扇, 団体"
"落ちる","おちる","お","to fall, to drop.","おじいちゃんが階段から落ちて大怪我をしたんだ。","Grandpa fell down the stairs and got a serious injury.","落第, 落下, 洒落, 墜落"
"旅館","りょかん","りょ.かん","ryokan, traditional Japanese inn.","あの旅館は家庭的だ。","The hotel has a homey atmosphere.","旅行, 旅券, 旅客, 図書館, 大使館, 映画館, 美術館"
"下着","したぎ","した.ぎ","underwear, undergarment.","私は新しい下着が気に入っている。","I'm pleased with my new underwear.","靴下, 下宿, 到着, 上着, 着工, 地下鉄"
"苦い","にがい","にが","bitter, bitter experience.","私は苦いものが好きだ。","I have a fancy for bitter things.","苦労, 苦痛, 見苦しい"
"講堂","こうどう","こう.どう","auditorium, lecture hall.","その教師は講堂に学生を集めた。","The teacher assembled the students in the hall.","講義, 講演, 講師, 休講, 食堂, 堂々, 一堂, 議事堂"
"大分","だいぶ","だい.ぶ","considerably, greatly.","だいぶ痛みがなくなりました。","The pain has mostly gone away.","大学, 大勢, 大人, 自分, 半分, 大使館, 大好き"
"棚","たな","たな","shelf, ledge.","その本はいちばん上の棚に置いてください。","Put the book on the top shelf.",""
"地理","ちり","ち.り","geography, geographic information system.","私は地理より歴史が好きだ。","I prefer history to geography.","地震, 地図, 生地, 料理, 無理, 理由, 管理, 地下鉄"
"留守","るす","る.す","absence, being away from home.","彼女に留守を頼んで外出しました。","I went on the trip, leaving the house in her care.","書留, 守備, 保守, 留学生"
"引き出し","ひきだし","ひ..だ","drawer, withdrawal (of money from an account).","きれいなタオルは引き出しにありますよ。","The clean towels are in the drawer.","引退, 字引, 出口, 提出, 出身, 長引く, 引っ越す"
"見付かる","みつかる","み.つ","to be found, to be discovered.","運悪く仕事が見つからなかった。","He had no luck in finding work.","意見, 見物, 寄付, 日付, 受付, 見舞い, 見付ける, 片付ける"
"見舞い","みまい","み.ま","visit (to someone affected by illness or misfortune), call.","あなたが病気だと知っていたら、病院へ見舞いに行っただろう。","If I had known about your illness, I would have visited you in the hospital.","意見, 見物, 舞台, 見舞う, 歌舞伎"
"以上","いじょう","い.じょう","not less than ..., ... and over.","６歳以上の子供は学校に通わなければならない。","Children of six and above should attend school.","以下, 以内, 以外, 上手, 上着, 申し上げる"
"花見","はなみ","はな.み","cherry blossom viewing, flower viewing.","花見ができる春が待ち遠しい。","I can't wait for spring to come so we can sit under the cherry trees.","花瓶, 花壇, 意見, 見物, 生け花, 見舞い"
"起こす","おこす","お","to raise, to raise up.","これが彼にかんしゃくを起こさせた。","This flung him into a passion.","起床, 起源"
"絹","きぬ","きぬ","silk, silk thread.","この美しいドレスは絹で出来ている。","This beautiful dress is made of silk.",""
"消しゴム","けしゴム","け","eraser, rubber.","ちょっと消しゴムをかしてくれませんか。","Can I borrow your eraser for a moment?","消費, 消防"
"上がる","あがる","あ","to rise, to go up.","３月１日から鉄道運賃が１割あがると発表された。","It has been announced that railway fares will be raised by 10 percent starting on the first of March.","上手, 上着, 申し上げる"
"畳","たたみ","たたみ","tatami mat, tatami mat (esp. as a measure of room size, either 1.82 sqm or 1.54 sqm).","彼は畳の上に大の字になった。","He lay on the mat at full length.",""
"飾る","かざる","かざ","to decorate, to ornament.","私たち自身が部屋を飾ったのです。","We decorated the room ourselves.","装飾, 服飾"
"退院","たいいん","たい.いん","leaving hospital, discharge from hospital.","彼女は１時間前に退院しました。","She left the hospital an hour ago.","引退, 病院, 入院, 寺院, 大学院"
"大体","だいたい","だい.たい","generally, on the whole.","仕事はだいたい終わった。","The work is mostly done.","大学, 大勢, 大人, 体裁, 一体, 全体, 大使館, 大好き"
"暮れる","くれる","く","to get dark, to grow dark.","冬の日は速く暮れる。","The night falls fast in winter.","夕暮れ"
"御存知","ごぞんじ","ご.ぞん.じ","knowing, being aware (of).","ご存知だとは思いますが、クオーターしかつかえませんよ。","This only takes quarters, you know.","御中, 御飯, 防御, 存在, 保存, 存続, 生存, 知恵, 知事, 御願い, ご存知"
"冷房","れいぼう","れい.ぼう","air conditioning, air cooling.","冷房が効きすぎているのですが。","How do I fix the air-conditioner?","暖房, 女房, 厨房, 冷蔵庫, 文房具"
"辞典","じてん","じ.てん","dictionary, lexicon.","私はいつも辞典を３冊手元に置いています。","I always keep three dictionaries at hand.","辞書, 辞職, 典型, 古典, お辞儀, 百科事典"
"景色","けしき","け.しき","scenery, scene.","その景色は言葉では表現できないほどだった。","The scenery was beyond description.","景気, 光景, 風景, 背景, 特色, 黄色, 脚色"
"見物","けんぶつ","けん.ぶつ","sightseeing, watching.","私達は横浜を見物した。","We did the sights of Yokohama.","意見, 建物, 動物, 物質, 荷物, 果物, 見舞い"
"指輪","ゆびわ","ゆび.わ","(finger) ring, The Lord of the Rings (trilogy by J.R.R. Tolkien).","この指輪をある場所で買った。","I bought this ring at a certain place.","指導, 指図, 車輪, 年輪, 輪郭, 目指す"
"赤ん坊","あかんぼう","あか..ぼう","baby, infant.","うちの赤ん坊は口をきくようになってきました。","Our baby is learning to speak.","赤道, 寝坊, 坊主, 真っ赤"
"騒ぐ","さわぐ","さわ","to make noise, to make racket.","彼は子供たちにそんなにさわがないようにと言った。","He told his children not to make so much noise.","騒音, 物騒, 騒々しい"
"通る","とおる","とお","to go by, to go past.","私は毎日その教会の前を通る。","I go by that church every day.","交通, 融通, 大通り"
"漬ける","つける","つ","to soak (in), to steep.","彼はスプーンをスープの中につけた。","He dipped his spoon into the soup.","漬物, 漬け物, 塩漬け"
"電報","でんぽう","でん.ぽう","telegram, telegram charge.","私は、彼女から電報を受け取った。","I received a telegram from her.","電気, 電車, 電話, 電灯, 情報, 報告, 予報, 天気予報"
"品物","しなもの","しな.もの","article, item.","これらの品物は非売品です。","These articles are not for sale.","出品, 手品, 作品, 建物, 動物, 物質, 荷物, 果物, 食料品"
"優しい","やさしい","やさ","tender, kind.","彼の優しい言葉で彼女の気持ちが和らいだ。","She melted at his kind words.","女優, 俳優, 優秀"
"贈り物","おくりもの","おく..もの","present, gift.","ジェニーは贈り物をありがとうと言った。","Jenny thanked me for the gift.","贈与, 贈物, 寄贈, 建物, 動物, 物質, 荷物, 果物"
"決まる","きまる","き","to be decided, to be settled.","いつ始めるのかはまだ決まっていない。","It is still undecided when we will begin.","解決, 可決, 決定"
"一杯","いっぱい","いっ.ぱい","one cup (of), one glass (of).","コップ１杯の水をください。","Give me a glass of water, please.","一緒, 一番, 唯一, 乾杯, 賜杯, 一昨日"
"喜ぶ","よろこぶ","よろこ","to be delighted, to be glad.","彼は母親の到着を喜んだ。","He rejoiced at his mother's arrival.","喜劇, 歓喜, 大喜び"
"思い出す","おもいだす","おも..だ","to recall, to remember.","あなたを見るとお兄さんを思い出します。","You remind me of your brother.","思想, 出口, 提出, 出身, 不思議, 引き出し"
"親切","しんせつ","しん.せつ","kind, gentle.","あなたの家族はきっと親切でしょう。","Your family must be very nice.","両親, 父親, 大切, 切手, 締切, 裏切る"
"逃げる","にげる","に","to run away, to flee.","囚人が牢獄から逃げた。","A convict has escaped from prison.","逃走, 見逃す"
"変","へん","へん","strange, odd.","そのオレンジは後味が変だった。","The orange left a strange taste in my mouth.",""
"又は","または","また","or, either ... or ...","紅茶またはコーヒーはいかが？","Would you like some tea or coffee?","又鬼, 二又, 三又槍"
"泥棒","どろぼう","どろ.ぼう","thief, burglar.","そこの乞食が泥棒である事がわかった。","The beggar turned out to be a thief.","泥沼, 泥酔, 鉄棒, 泥仕合, 用心棒"
"楽しむ","たのしむ","たの","to enjoy, to take pleasure in.","グレイ先生は仕事を楽しんでいませんでした。","Mr Grey did not enjoy his job.","音楽, 楽器, 楽譜"
"見える","みえる","み","to be seen, to be visible.","聖霊がある方の上に下って、その上にとどまられるのが見えたなら、その方こそ聖霊によってバプテスマを授ける方である。","The man on whom you see the Spirit come down and remain is he who will baptize with the Holy Spirit.","意見, 見物, 見舞い"
"暖房","だんぼう","だん.ぼう","(indoor) heating, home heater.","うちにはちゃんとした暖房施設があります。","We have a good heating system.","温暖, 冷房, 女房, 厨房, 文房具"
"飛行場","ひこうじょう","ひ.こう.じょう","airfield, airport.","その島の飛行場は、今では草がぼうぼうだ。","The airfield on the island is now covered with weeds.","銀行, 行儀, 場所, 会場, 工場, 飛行機, 駐車場, 飛び出す"
"探す","さがす","さが","to search for, to look for.","私は寝る場所を探した。","I looked for a place in which to sleep.","探検, 探究, 探し物"
"高等学校","こうとうがっこう","こう.とう.がっ.こう","senior high school, high school.","彼は高等学校の生徒ではありません。","He is not a high school student.","高校, 残高, 平等, 上等, 学生, 大学, 校長, 高校生, 小学校"
"始める","はじめる","はじ","to start, to begin.","いつゴルフを始めたのですか。","When did you begin playing golf?","開始, 原始, 始終"
"手袋","てぶくろ","て.ぶくろ","glove, mitten.","この手袋は両方がそろっていない。","Their gloves are not in pairs.","派手, 上手, 下手, 紙袋, 胃袋, 運転手"
"申し上げる","もうしあげる","もう..あ","to say, to tell.","お礼の申し上げようもありません。","I can never thank you enough.","申請, 申告, 上手, 上着, 申し訳"
"発音","はつおん","はつ.おん","pronunciation, production of sound.","あなたのお名前はどのように発音するのですか。","How do you pronounce your name?","発見, 出発, 発作, 爆発, 音楽, 本音, 物音"
"落とす","おとす","お","to drop, to lose.","彼は花瓶を落とした。","He dropped a vase.","落第, 落下, 洒落, 墜落"
"下宿","げしゅく","げ.しゅく","boarding, lodging.","彼女は学生を下宿させている。","She boards students.","靴下, 宿題, 宿泊, 宿命, 地下鉄"
"引っ越す","ひっこす","ひ..こ","to move (house), to change residence.","去年の秋、私たちはニューヨークに引っ越した。","We moved to New York last fall.","引退, 字引, 長引く, 引き出し, 引っ越し, 追い越す"
"厳しい","きびしい","きび","severe, strict.","彼は厳しい批判にさらされた。","He was subjected to severe criticism.","厳重, 厳密, 厳格"
"今夜","こんや","こん.や","this evening, tonight.","今夜、パーティーを開きます。","We're giving a party tonight.","今月, 今日, 今朝, 今年, 夜中, 徹夜, 夜明け"
"残る","のこる","のこ","to remain, to be left.","もう３ページ残っている。","I have three more pages to go.","残念, 名残, 残高"
"小鳥","ことり","こ.とり","small bird, little bird.","小鳥たちはたのしそうにさえずっています。","The birds are singing merrily.","小屋, 小説, 鳥居, 白鳥, 小学校, 渡り鳥"
"昼休み","ひるやすみ","ひる.やす","lunch break, noon recess.","","","昼食, 昼間, 休暇, 休憩, 休業, 昼ご飯, 夏休み"
"遠慮","えんりょ","えん.りょ","reserve, constraint.","ここでのおタバコはご遠慮願います。","Please refrain from smoking here.","永遠, 考慮, 配慮, 不慮, 憂慮, 待ち遠しい"
"壊す","こわす","こわ","to break, to destroy.","その事が彼のすべての夢を壊した。","That destroyed all his dreams.","破壊, 崩壊, 壊滅"
"汽車","きしゃ","き.しゃ","train (esp. long distance train), steam train.","汽車はまだ着きません。","The train has not arrived yet.","汽船, 汽笛, 蒸汽, 歯車, 電車, 自転車, 自動車"
"踏む","ふむ","ふ","to step on, to tread on.","その男は私の足を踏んだのにわびることさえしなかった。","The man did not so much as apologize for stepping on my foot.","踏切, 舞踏, 足踏み, 踏ん張る"
"怖い","こわい","こわ","scary, frightening.","彼は君がヘビが恐いのかしらと思っている。","He wonders if you are afraid of snakes.","恐怖, 畏怖, 恐怖症"
"乗り物","のりもの","の..もの","vehicle, conveyance.","乗り物は子供向けである。","Rides in the cars are for kids.","乗客, 乗車, 建物, 動物, 物質, 荷物, 果物, 乗り換える"
"家内","かない","か.ない","(my) wife, inside the home.","家内は海外旅行中で、よく電話をかけてくる。","My wife often rings me up, while she travels abroad.","家族, 家賃, 家庭, 以内, 案内"
"間に合う","まにあう","ま..あ","to be in time (for), to serve (suit, meet) the purpose.","汽車に間に合うように急げ。","Hurry up in order to catch the train.","昼間, 時間, 人間, 世間, 都合, 試合, 合併"
"急行","きゅうこう","きゅう.こう","hurrying (to somewhere), rushing.","彼らは事故の現場へ急行した。","They made for the scene of the accident.","特急, 銀行, 行儀"
"集まる","あつまる","あつ","to gather, to collect.","私達は先生の前に集まった。","We gathered around the teacher.","集団, 集中, 集会"
"通う","かよう","かよ","to go to and from (a place), to go back and forth between.","６歳以上の子供は学校に通わなければならない。","Children of six and above should attend school.","交通, 融通, 大通り"
"怒る","おこる","おこ","to get angry, to get mad.","その子は留守番をしなければならないと言って怒っていた。","The boy was cross at having to stay at home.","怒涛, 怒鳴る"
"柔らかい","やわらかい","やわ","soft, tender.","私は柔らかいベッドで眠るのが好きです。","I like to sleep on a soft bed.","柔道, 柔軟, 優柔不断"
"壊れる","こわれる","こわ","to be broken, to break.","あの壊れた花瓶は祖父のものです。","That broken vase is my grandfather's.","破壊, 崩壊, 壊滅"
"申す","もうす","もう","to say, to be called.","こちらはスミスと申します。ジョンソンさんはおいででしょうか。","This is Mr Smith speaking. Is Mr Johnson in?","申請, 申告, 申し訳, 申し上げる"
"払う","はらう","はら","to pay (e.g. money, bill), to brush off.","払えるかどうか分からないざます。","I'm not sure I can afford it.","支払い, 酔っ払い, 払い込む"
"増える","ふえる","ふ","to increase, to multiply.","ここの交通量は増えた。","The traffic has built up here.","増加, 増大"
"玩具","おもちゃ","おもちゃ","toy, (person or thing treated as a) plaything.","その工場は玩具を製造している。","The factory manufactures toys.","賞玩, 道具, 具合, 家具, 具体"
"急ぐ","いそぐ","いそ","to hurry, to rush.","ニックはバスに間に合うように急いだ。","Nick hurried to catch the bus.","特急, 急行"
"決める","きめる","き","to decide, to choose.","そこに行くことに決めた。","I made up my mind to go there.","解決, 可決, 決定"
"笑う","わらう","わら","to laugh, to smile.","クラスのもの皆が彼の冗談に笑った。","The whole class laughed at his joke.","微笑, 笑顔, 微笑む"
"不便","ふべん","ふ.べん","inconvenience, inexpediency.","ここは公共の乗り物が不便だ。","This place isn't convenient to public transportation.","不安, 不幸, 不正, 便利, 郵便, 不自由, 郵便局"
"訳","わけ","わけ","reason, cause.","そういうわけで私はこんなに早く帰って来たのです。","That's why I came back so soon.",""
"木綿","もめん","も.めん","cotton (material), red silk-cotton tree (Bombax ceiba).","このブラウスは木綿製です。","This blouse is cotton.","大木, 並木, 綿密, 綿花, 木曜日"
"深い","ふかい","ふか","deep, profound.","湖の深さはどのくらいですか。","What is the depth of the lake?","深刻, 深夜"
"沸かす","わかす","わ","to boil, to heat (a liquid).","ジェシーはコーヒーを入れる為にお湯を沸かしている。","Jessie is boiling water to make coffee.","沸騰, 湯沸かし器, 沸き起こる"
"役に立つ","やくにたつ","やく..た","to be helpful, to be useful.","それ以上はお役に立てません。","Beyond that I cannot help you.","役割, 主役, 役者, 独立, 立派, 立場, 目立つ"
"乗り換える","のりかえる","の..か","to transfer (trains), to change (bus, train).","東京駅で列車を乗り換えなさい。","Change trains at Tokyo Station.","乗客, 乗車, 交換, 換気, 乗り物"
"引き出す","ひきだす","ひ..だ","to pull out, to take out.","私は封筒を開けて手紙を引き出した。","I opened the envelope and pulled out a letter.","引退, 字引, 出口, 提出, 出身, 長引く, 引き出し, 引っ越す"
"向かう","むかう","む","to face, to go towards.","一日中コンピューターに向かってるから、結構電磁波浴びてる。","I sit in front of a computer screen all day, so I get pretty heavily bombarded by electro-magnetic waves.","傾向, 日向"
"別れる","わかれる","わか","to part (usu. of people), to part from.","あなたが彼女と別れるのは賢明である。","You will do well to leave her.","特別, 別荘"
"下がる","さがる","さ","to come down, to go down.","ランプは天井から下がっていた。","The lamp hung from the ceiling.","靴下, 下宿, 地下鉄"
"迎える","むかえる","むか","to go out to meet, to receive.","医者を迎えにやったとき彼が病気になって１週間たっていた。","He had been ill for a week when they sent for a doctor.","歓迎, 出迎え"
"受ける","うける","う","to receive, to get.","６５歳以上の人たちは政府から年金を受けている。","People 65 and above get a pension from the government.","受験, 受付, 受信, 受話器"
"進む","すすむ","すす","to advance, to go forward.","あの時計は１分進んでいます。","That clock is one minute fast.","進学, 進歩, 前進"
"正しい","ただしい","ただ","right, correct.","これが正しいかどうか自信がないんだ。","I'm not sure if this is correct.","修正, 正午, 正直"
"大抵","たいてい","たい.てい","mostly, ordinarily.","Ｘ記号は数学ではたいてい未知数を表す。","The symbol x usually stands for an unknown quantity in mathematics.","大学, 大勢, 大人, 抵抗, 抵触, 抵当, 大使館, 大好き"
"致す","いたす","いた","to do.","お取り寄せいたしましょうか。","Would you like me to order it?","一致, 合致, 致命的"
"冷える","ひえる","ひ","to grow cold (from room temperature, e.g. in refrigerator), to get chilly.","冷えたビールがあればたまらないね。","A cold beer would hit the spot!","冷房, 冷蔵庫"
"写す","うつす","うつ","to copy, to duplicate.","このページをノートに写しておきなさい。","Copy this page in your notebook.","写真, 写生, 複写"
"用事","ようじ","よう.じ","business, things to do.","私は街に用事がある。","I have an errand to do in town.","用意, 利用, 事故, 仕事, 見事, 事務所"
"聞こえる","きこえる","き","to be heard, to be audible.","妙な音が聞こえた。","I heard a strange sound.","新聞, 新聞社, 聞き取り"
"文法","ぶんぽう","ぶん.ぽう","grammar, grammatical.","文法屋に聞きたいんですが、「be+分詞」はV Cなどのように考えることはできないんですか？","I'd like to ask a grammarian, isn't it possible to think of 'be + participle' like you do V C and such?","文章, 注文, 文字, 作文, 法律, 方法, 憲法"
"電灯","でんとう","でん.とう","electric light, to turn on an electric light.","ルーシーは電灯のスイッチをつけた。","Lucy turned on the light switch.","電気, 電車, 電話, 電報, 灯油, 灯台, 蛍光灯"
"以外","いがい","い.がい","excluding, except (for).","その仕事以外ならなんでもやる。","I'll do anything but that job.","以下, 以内, 以上, 外国, 外科"
"治る","なおる","なお","to get better, to get well.","２週間もすれば自然に治ります。","It will go away by itself in two weeks.","自治, 政治, 治安"
"汚れる","よごれる","よご","to get dirty, to become dirty.","この部屋の空気は汚れている。","The air in this room is foul.","汚染"
"尋ねる","たずねる","たず","to ask, to enquire.","私は彼にどこへ駐車したら良いか尋ねた。","I asked him where I should park my car.","尋問, 尋常, 千尋, 尋ね人"
"塗る","ぬる","ぬ","to paint, to spread.","ジョンがドアにペンキを塗っていた。","John has been painting the door.","塗装, 塗料, 漆塗り, 塗り替える"
"光る","ひかる","ひか","to shine, to glitter.","上部前方で何かが光っている。","Something is flashing up ahead.","観光, 光景, 日光"
"勝つ","かつ","か","to win, to gain victory.","この病気に勝てる人は少ない。","Not many survive this disease.","優勝, 勝負"
"恥ずかしい","はずかしい","は","embarrassing, embarrassed.","彼らははずかしくてうなだれた。","They hung their heads in shame.","無恥"
"滑る","すべる","すべ","to slide, to glide.","子供たちは氷の上を滑っていた。","The children were sliding on the ice.","円滑, 滑稽, 滑走路"
"似る","にる","に","to resemble, to look like.","私も似た話を聞いたことがある。","I also heard a similar story.","類似, 真似, 似合う"
"泊まる","とまる","と","to stay at (e.g. hotel), to be docked.","まだ住所は決まっていませんので、友達の家にしばらく泊まります。","I don't know my address yet. I'm going to stay with my friend for a while.","宿泊, 停泊"
"負ける","まける","ま","to lose, to be defeated.","３対０で彼には負けています。","He's beating me, three to zip.","負担, 勝負, 背負う"
"眠い","ねむい","ねむ","sleepy, drowsy.","彼は眠くて瞼が重かった。","His eyes were heavy with sleep.","睡眠, 冬眠, 居眠り"
