Question,Answer,Furigana,Meaning,Example,Translation,VocabWords
"電池","でんち","でん.ち","battery, cell.","このおもちゃの自動車は電池で動く。","This toy car runs on batteries.","電気, 電車, 電話, 電報, 電灯"
"投書","とうしょ","とう.しょ","letter (e.g. of complaint), letter to the editor.","","","投票, 投資, 葉書, 書留, 図書館, 下書き, 投げ出す"
"童話","どうわ","どう.わ","children's story, fairy tale.","あなたはこの童話を一人で書いたのですか。","Did you write this fairy tale by yourself?","児童, 学童, 童謡, 童顔, 電話, 会話, 話し合う"
"内科","ないか","ない.か","internal medicine, department of internal medicine.","内科はどこですか。","Where is the Internal Medicine Department?","以内, 家内, 案内, 科学, 科目, 外科, 理科, 教科書"
"南北","なんぼく","なん.ぼく","north and south, north to south.","日本は南北に長い国です。","Japan is a very long country from north to south.","南極, 南米, 南部, 北極, 北西, 北風"
"年度","ねんど","ねん.ど","fiscal year (usu. April 1 to March 31 in Japan), financial year.","零細小売店などは新年度には利益を上げるでしょう。","Mom-and-pop stores will turn a profit in the new fiscal year.","来年, 今年, 去年, 今度, 度々, 支度, 丁度, 一昨年"
"判事","はんじ","はん.じ","judge, judiciary.","君はあの判事を買収できない。","You cannot buy that judge.","判断, 裁判, 審判, 批判, 評判, 事故, 仕事, 見事, 事務所"
"物語る","ものがたる","もの.がた","to tell (a story), to give an account of (an event, experience, etc.).","この話はアメリカに起こっていることについて多くを物語っている。","This story says a lot about what has happened to America.","建物, 動物, 物質, 荷物, 果物, 英語, 言語"
"満員","まんいん","まん.いん","full house, no vacancy.","バスは満員だった。","The bus was filled to capacity.","不満, 満足, 店員, 委員, 会員, 議員, 公務員"
"目安","めやす","め.やす","criterion, standard.","","","注目, 面目, 駄目, 目的, 安心, 安全, 安定"
"目下","めした","め.した","subordinate, subordinates.","目下の者をないがしろにするな。","Don't ignore your subordinates.","注目, 面目, 駄目, 目的, 靴下, 下宿, 地下鉄"
"友好","ゆうこう","ゆう.こう","friendship, friendly.","彼女は非友好的な態度だった。","She had an unfriendly attitude.","友人, 友達, 友情, 親友, 格好, 大好き, 好き好き"
"用語","ようご","よう.ご","term, terminology.","「美しい」とか「醜い」といった言葉は相対的な用語である。","The words 'beautiful' and 'ugly' are relative terms.","用意, 利用, 用事, 英語, 物語, 言語"
"牧場","ぼくじょう","ぼく.じょう","farm (livestock), stock farm.","あなたの牧場は何エーカーありますか。","What is the acreage of your ranch?","牧畜, 牧師, 遊牧, 牧野, 場所, 会場, 工場, 駐車場, 飛行場"
"貸出","かしだし","かし.だし","lending, loaning.","銀行は産業向け貸出を減らしている。","Banks are cutting lending to industrial borrowers.","賃貸, 出口, 提出, 出身, 貸し出し, 引き出し"
"直径","ちょっけい","ちょっ.けい","diameter.","その穴は直径二メートルです。","The hole is two meters across.","直接, 正直, 半径, 口径, 内径, 長径, 真っ直ぐ"
"満点","まんてん","まん.てん","perfect score, full marks.","彼は数学で満点を取った。","He got full marks in mathematics.","不満, 満足, 満員, 欠点, 交差点"
"割引","わりびき","わり.びき","discount, reduction.","現金払いには１０パーセント割引いたします。","We give a 10% discount for cash.","割合, 役割, 引退, 字引, 長引く, 引き出し, 引っ越す"
"生き生き","いきいき","い..い","in a lively way, vividly.","彼は生き生きとした想像力を持っている。","He has a very vivid imagination.","学生, 誕生日, 一生懸命"
"引き分け","ひきわけ","ひ..わ","draw (in competition), tie game.","野球の試合は引き分けに終わった。","The baseball game ended in a draw.","引退, 字引, 自分, 大分, 半分, 長引く, 引き出し, 引っ越す"
"宴会","えんかい","えん.かい","party, banquet.","宴会はたけなわだった。","The banquet was in full swing.","宴席, 饗宴, 会社, 会議, 会場, 披露宴, 出会う"
"果実","かじつ","か.じつ","fruit, nut.","果実になる花は少ない。","Few flowers develop into fruit.","結果, 果物, 効果, 確実, 実験, 現実"
"灰色","はいいろ","はい.いろ","grey, gray.","私の父は青と灰色のネクタイを持っている。","My father has a blue and gray tie.","灰皿, 石灰, 特色, 景色, 黄色, 脚色, 火山灰"
"開会","かいかい","かい.かい","opening of a meeting, opening ceremony.","国会は午後二時に開会されました。","The Diet session convened at 2pm.","開始, 開放, 会社, 会議, 会場, 出会う"
"殻","から","から","shell, husk.","飲み物はヤシの実の殻に入れてあった。","The drinks were served in coconut shells.",""
"乾燥","かんそう","かん.そう","dryness, aridity.","椎茸を乾燥させて保存します。","We keep shiitake mushrooms dry.","乾杯, 焦燥, 乾電池, 大燥ぎ"
"感激","かんげき","かん.げき","deep emotion, impression.","彼の言葉で彼女は感激のあまり涙ぐんだ。","His words moved her to tears.","感覚, 感謝, 感情, 感動, 急激, 刺激, 激励"
"休養","きゅうよう","きゅう.よう","rest, relaxation.","医者は彼に休養するように命令した。","His doctor ordered him to rest.","休暇, 休憩, 休業, 栄養, 教養, 養成, 夏休み"
"傑作","けっさく","けっ.さく","masterpiece, masterwork.","その偉大な画家の傑作が壁にさかさまにかかっているを見て、彼は驚いた。","He was surprised to find the great artist's masterpiece hung on the wall upside down.","豪傑, 傑出, 傑士, 作文, 作業, 作家, 作品"
"見直す","みなおす","み.なお","to look at again, to re-examine (policy, estimate, plan, etc.).","見直したよ。","I'm seeing you in a new light.","意見, 見物, 直接, 直径, 正直, 見舞い, 真っ直ぐ"
"現に","げんに","げん","actually, really.","","","現金, 現在"
"公務","こうむ","こう.む","official business, public business.","公務のために多くの時間がとられる。","My public duties take a lot of time.","公園, 公平, 公式, 義務, 事務所"
"効力","こうりょく","こう.りょく","effect, efficacy.","その法律はもう効力はなくなっている。","The law is not in effect any longer.","効果, 有効, 強力, 努力, 能力, 効き目, 力強い"
"口実","こうじつ","こう.じつ","excuse, pretext.","彼女は自分に不利になるような口実を彼に与えた。","She gave him a handle against her.","出口, 人口, 悪口, 利口, 確実, 実験, 現実"
"高層","こうそう","こう.そう","high-rise (building), multistory.","都心では高層ビルが雨後のたけのこのように増えている。","High rises are mushrooming in the heart of the city.","高校, 残高, 一層, 大層, 階層, 断層, 高校生"
"採点","さいてん","さい.てん","marking, grading.","私達の先生は試験の採点をしている。","Our teacher is marking exam papers.","採用, 採算, 採決, 欠点, 交差点"
"三角","さんかく","さん.かく","triangle, triangular shape.","３角形のすべての角の和は１８０度に等しい。","The sum of all the angles in a triangle equals 180 degrees.","再三, 角度, 方角, 三日月"
"酸性","さんせい","さん.せい","acidity, acidic.","パイナップルやレモンのような酸性の果実はすっぱい。","Acid fruits like pineapples and lemons are sour.","酸素, 酸化, 女性, 男性, 性格, 性能"
"手入れ","ていれ","て.い","care, looking after.","あなたに庭の手入れを手伝って頂きたいのですが。","I would like you to assist me with my gardening.","派手, 上手, 下手, 入院, 入口, 入学, 運転手"
"重力","じゅうりょく","じゅう.りょく","gravity, gravitation.","月の重力は地球の６分の１である。","The gravity of the moon is one-sixth of that of the earth.","重視, 貴重, 重大, 強力, 努力, 能力, 力強い"
"出勤","しゅっきん","しゅっ.きん","going to work, leaving for work.","朝食前に出勤するなんていかにも彼らしい。","It is characteristic of him to go to work before breakfast.","出口, 提出, 出身, 通勤, 勤務, 引き出し"
"出入り","でいり","で.い","going in and out, entering and exiting.","そのドアから台所へ出入りできる。","The door gives access to the kitchen.","出口, 提出, 出身, 入院, 入口, 入学, 引き出し"
"書籍","しょせき","しょ.せき","book, publication.","ここのところ書籍の価格が上がっている。","The price of books is getting higher these days.","葉書, 書留, 国籍, 戸籍, 在籍, 入籍, 図書館, 下書き"
"小遣い","こづかい","こ.づか","pocket money, spending money.","あなたは時には妹さんにおこづかいをあげますか。","Do you sometimes give your sister money?","小鳥, 小屋, 小説, 派遣, 小学校, 言葉遣い, 仮名遣い, 無駄遣い"
"消化","しょうか","しょう.か","digestion (of food), digestion (of information).","食物は胃の中で消化される。","Food is digested in the stomach.","消費, 消防, 文化, 化粧, 化学, 変化"
"鐘","かね","かね","bell (often a large hanging bell), chime.","鐘の合図で彼らは食事をした。","The bell chimed them to meals.",""
"食器","しょっき","しょっ.き","tableware, dishwashing.","弟は銀の食器類を磨いた。","My brother polished the silver.","食堂, 器械, 武器, 器用, 楽器, 食べ物, 食料品"
"侵入","しんにゅう","しん.にゅう","invasion, incursion.","「ピッキングの道具無しで、どうやって侵入した？」「トイレの窓があいた」","With no picks how did you break in? The toilet window was open.","侵略, 侵害, 侵攻, 入院, 入口, 入学"
"唇","くちびる","くちびる","lip, lips.","冬は唇があれます。","In winter, our lips get chapped.",""
"親類","しんるい","しん.るい","relative, relation.","彼は親類の者と意見が合わない。","He disagrees with his relatives.","両親, 父親, 親切, 種類, 書類, 人類, 分類"
"先祖","せんぞ","せん.ぞ","ancestor, forefather.","ある出来事を記念したり先祖の伝説を伝えるために建てられたものであった。","They were erected to commemorate a certain event or to tell an ancestral legend.","先月, 先週, 祖父, 祖母, 真っ先, お祖父さん, お祖母さん"
"狙う","ねらう","ねら","to aim at (with a weapon, etc.), to be after (something or someone).","彼はその兵士をねらって矢を放った。","He shot an arrow at the soldier.","狙撃, 狙撃兵, 狙い撃ち"
"葬式","そうしき","そう.しき","funeral, funeral Buddhism.","１月３０日、３１日は葬式のため休みます。","I'm taking bereavement leave on Jan. 30 and 31.","葬儀, 埋葬, 正式, 形式, 公式, 儀式, 冠婚葬祭"
"直線","ちょくせん","ちょく.せん","straight line, linear.","この２つの直線は直角に交わっている。","These two lines are at right angles.","直接, 直径, 正直, 線路, 地平線, 新幹線, 真っ直ぐ"
"通路","つうろ","つう.ろ","passage, pathway.","これが海への通路だ。","This is the passage to the sea.","交通, 融通, 道路, 線路, 進路, 回路, 大通り"
"停電","ていでん","てい.でん","power outage, electricity outage.","台風の余波で２日間停電した。","There was no electricity for two days in the aftermath of the typhoon.","停止, 停車, 調停, 電気, 電車, 電話, 電報, 電灯, 停留所"
"盗難","とうなん","とう.なん","theft, robbery.","盗難の届をだしたいのですけど。","I would like to report a theft.","強盗, 窃盗, 困難, 災難, 有難い"
"統計","とうけい","とう.けい","statistics, statistical.","中国のＧＤＰ統計はオオカミ少年か。","Are the Chinese GDP figures a case of the boy crying wolf?","伝統, 統一, 系統, 時計, 会計, 計画, 計算, 大統領"
"動作","どうさ","どう.さ","movement (of the body), action.","彼は動作がぎこちない。","He is awkward in his movements.","動物, 作文, 作業, 作家, 作品, 自動車"
"峠","とうげ","とうげ","(mountain) pass, highest point on a mountain road.","私達が峠にさしかかる頃に雨になった。","It began to rain as we came near the pass.",""
"破片","はへん","は.へん","fragment, broken piece.","彼はその破片をくっつけ合わした。","He stuck the broken pieces together.","破産, 突破, 片道, 片寄る, 片付く, 片付ける"
"縛る","しばる","しば","to tie, to bind.","どろぼうは手足を縛られた。","The thief was bound hand and foot.","束縛, 呪縛, 縛り首, 金縛り"
"半径","はんけい","はん.けい","radius.","","","半分, 大半, 半島, 直径, 口径, 内径, 長径"
"美容","びよう","び.よう","beauty, good figure.","間食は美容に悪い。","Eating between meals is bad for the figure.","美人, 内容, 容易, 容器, 美術館, 容易い, 美味しい"
"標準","ひょうじゅん","ひょう.じゅん","standard, criterion.","私は標準英語を勉強したい。","I want to learn standard English.","目標, 標識, 標本, 標語, 準備, 水準, 基準, 準急"
"評論","ひょうろん","ひょう.ろん","criticism, critique.","芸術家は時には評論を軽蔑することがある。","Some artists are contemptuous of criticism.","評価, 評判, 批評, 議論, 結論, 論文, 論争"
"文献","ぶんけん","ぶん.けん","literature, books (reference).","その事実は古い文献のいくつかに見出される。","The facts are buried in a few old books.","文章, 注文, 文字, 作文, 貢献, 献立, 献血, 献金"
"望遠鏡","ぼうえんきょう","ぼう.えん.きょう","telescope, Telescopium (constellation).","彼は望遠鏡に目を当てた。","He put his eye to a telescope.","希望, 失望, 遠慮, 永遠, 眼鏡, 顕微鏡, 双眼鏡, 待ち遠しい"
"墨","すみ","すみ","sumi, India ink.","墨を染料として使うと面白い模様ができます。","India ink produces an interesting pattern when used as a dye.",""
"枚数","まいすう","まい.すう","the number of flat things, win-loss difference which influences the ranking of wrestlers.","","","一枚, 数学, 数字, 一枚岩, 二枚目"
"無数","むすう","む.すう","innumerable, countless.","顧みられぬ無数の漂流者が家を求めてる。","A hundred billion castaways are looking for a home.","無理, 無事, 無料, 数学, 数字, ご無沙汰"
"名所","めいしょ","めい.しょ","famous place, noted place.","スイスには名所が多い。","Switzerland boasts many sights.","有名, 名前, 名字, 署名, 近所, 台所, 余所, 事務所"
"名物","めいぶつ","めい.ぶつ","famous product, special product.","この地方の名物料理がありますか。","Do you have any regional dishes?","有名, 名前, 名字, 署名, 建物, 動物, 物質, 荷物, 果物"
"余計","よけい","よ.けい","extra, more.","余計な努力の結果、彼の血圧は通常以上に上がった。","The extra effort raised his blood pressure above normal.","余裕, 余分, 余所, 時計, 会計, 計画, 計算"
"要領","ようりょう","よう.りょう","point, gist.","この報告書は要領をえていない。","This report isn't to the point.","必要, 主要, 重要, 要求, 領収, 領事, 占領, 大統領"
"鈴","すず","すず","bell (often globular), lily of the valley (Convallaria keiskei).","だれがその猫に鈴をつけられるか。","Who can put a bell on the cat?",""
"絞る","しぼる","しぼ","to wring (towel, rag), to squeeze.","はい。ここに私たちが牛のミルクをしぼった牧場の写真がありますよ。","Yes, and here's a photo of the farm where we milked the cows.","絞殺, 絞り込む"
"重体","じゅうたい","じゅう.たい","serious condition, critical condition.","その患者は重態だ。","The patient is in critical condition.","重視, 貴重, 重大, 大体, 体裁, 一体, 全体"
"反映","はんえい","はん.えい","reflection (of light), reflection (of society, attitudes, etc.).","価格は需要を反映する。","The price reflects the demand.","反対, 違反, 反抗, 反省, 映画, 映画館"
"引っ越し","ひっこし","ひ..こ","moving (dwelling, office, etc.), changing residence.","引っ越しのとき手伝っていただけますか。","Could you help me when I move?","引退, 字引, 長引く, 引き出し, 引っ越す, 追い越す"
"踏切","ふみきり","ふみ.きり","railway crossing, railroad crossing.","警報機が鳴っているときは絶対に踏切を渡らないでください。","Don't cross the tracks when the alarm is ringing.","舞踏, 大切, 切手, 締切, 足踏み, 裏切る, 踏ん張る"
"園芸","えんげい","えん.げい","horticulture, gardening.","「これは・・・」「軍手とスコップ。園芸部基本道具のひとつだよ」","This is ... Working glove and trowel. One of a gardening club's basic tools.","公園, 芸術, 芸能, 文芸, 工芸, 動物園, 幼稚園"
"温室","おんしつ","おん.しつ","greenhouse, hothouse.","私は温室でランを栽培している。","I grow orchids in my greenhouse.","温度, 気温, 体温, 温暖, 教室, 会議室, 研究室, 待合室"
"可決","かけつ","か.けつ","approval, adoption (of a motion, bill, etc.).","委員会はその議案を可決した。","The committee passed the bill.","可能, 許可, 解決, 決定, 可愛い, 可哀想"
"過半数","かはんすう","か.はん.すう","majority.","合格者の過半数は大学出身者であった。","The majority of the successful candidates were university graduates.","過去, 通過, 半分, 大半, 半島, 数学, 数字, 通り過ぎる"
"学部","がくぶ","がく.ぶ","department (of a university), faculty.","学部の選択で迷った。","He was at a loss as to which faculty to choose.","学生, 学校, 大学, 全部, 部屋, 部長, 部分, 小学校, 大部分"
"鑑賞","かんしょう","かん.しょう","appreciation (of art, music, poetry, etc.), aquarium fish.","よい音楽を鑑賞することはそれほど難しいことではない。","It is not so difficult to appreciate good music.","図鑑, 印鑑, 鑑定, 年鑑, 賞金, 賞品, 入賞"
"漁業","ぎょぎょう","ぎょ.ぎょう","fishing industry, fishery.","その島には漁業を営む人たちが住んでいた。","The island was inhabited by a fishing people.","漁師, 漁船, 漁村, 漁港, 授業, 工業, 産業, 卒業, 営業"
"謙虚","けんきょ","けん.きょ","modest, humble.","クリスはとても魅力的だし、お金も持っています。でも、少しばかり謙虚さが足りません。","Chris is very attractive and wealthy, but not very modest.","謙遜, 恭謙, 虚構, 虚無, 空虚, 謙譲語"
"孝行","こうこう","こう.こう","filial piety, showing devotion (to someone).","孝行したいときに親はなし。","When one would be filial, one's parents are gone.","不孝, 忠孝, 銀行, 行儀, 親不孝"
"在学","ざいがく","ざい.がく","attending (school, college, etc.), being enrolled.","その学校には二千人の学生が在学している。","There are 2,000 students in the school.","現在, 存在, 滞在, 学生, 学校, 大学, 小学校"
"祝日","しゅくじつ","しゅく.じつ","national holiday, public holiday.","その日は国会の法令によって祝日になった。","That day was made a holiday by an act of the diet.","祝福, 毎日, 日記, 日本, 火曜日"
"全集","ぜんしゅう","ぜん.しゅう","complete works, complete collection.","この全集の５巻目が見当たらない。","The fifth volume of this set is missing.","全部, 安全, 完全, 集団, 集中, 集会"
"属する","ぞくする","ぞく","to belong to, to come under.","彼女はテニス部に属している。","She belongs to the tennis club.","金属, 付属, 所属, 従属"
"文芸","ぶんげい","ぶん.げい","literature, the arts.","","","文章, 注文, 文字, 作文, 芸術, 芸能, 園芸, 工芸"
"有料","ゆうりょう","ゆう.りょう","fee-charging, paid.","この道路は有料です。","We must pay a toll to drive on this road.","有名, 有無, 有効, 有様, 料理, 給料, 材料, 食料, 有難い, 食料品"
"列島","れっとう","れっ.とう","archipelago, chain of islands.","","","列車, 行列, 配列, 半島, 諸島, 広島"
"水産","すいさん","すい.さん","aquatic products, fisheries.","","","水泳, 洪水, 水道, 産業, 生産, 土産, 水曜日, お土産"
"以降","いこう","い.こう","on and after, from ... onward.","それ以降彼は辛い一生を送った。","He led a hard life after that.","以下, 以内, 以上, 以外, 下降"
"一段","いちだん","いち.だん","even more, still more.","花嫁姿の彼女は一段と美しかった。","She was all the more beautiful dressed in her wedding costume.","一緒, 一番, 唯一, 階段, 値段, 段々, 手段, 普段, 一昨日"
"英文","えいぶん","えい.ぶん","English writing, English sentence.","僕は学生の頃日記を英文でつけていたものだ。","I used to keep a diary in English when I was a student.","英語, 英和, 和英, 英雄, 文章, 注文, 文字, 作文"
"屋外","おくがい","おく.がい","outdoors, outside.","彼らは屋外スポーツに熱心である。","They are keen on outdoor sports.","部屋, 屋上, 床屋, 外国, 外科, 八百屋"
"家屋","かおく","か.おく","house, building.","この前の嵐で数軒の家屋が被害を受けた。","Several houses were damaged in the last storm.","家族, 家賃, 家庭, 部屋, 屋上, 屋外, 床屋, 八百屋"
"改札","かいさつ","かい.さつ","examination of tickets, ticket gate.","最近駅の改札あたりで、平気でイチャイチャしてる若い奴等多くなったよなあ。","Lately you see more young couples making out at the train station ticket gates acting as though nobody in the world existed.","改善, 改造, 改正, 名札, 入札"
"缶詰","かんづめ","かん.づめ","canned food, tinned food.","なしはこの工場で缶詰にされます。","Nashi are tinned in this factory.","瓶詰, 空き缶"
"危うい","あやうい","あや","dangerous, in danger.","危うい所を助かった。","I had a narrow escape.","危険, 危機, 危惧"
"記号","きごう","き.ごう","sign, symbol.","＆という記号は、ａｎｄを指す。","The sign 'amp' stands for 'and'.","日記, 記憶, 記事, 記者, 番号, 信号, 符号"
"漁師","りょうし","りょう.し","fisherman, fishing village.","漁師は釣り上げた魚の大きさをおおげさにいった。","The fisherman exaggerated the size of the fish he had caught.","漁業, 漁船, 漁村, 漁港, 医師, 教師, 技師, 講師, 看護師"
"碁","ご","ご","go (board game), Go board.","碁を打つことが一番の気晴らしだ。","Playing go is my favorite pastime.",""
"刻む","きざむ","きざ","to mince, to cut fine.","彼は大理石を刻んで像を作った。","He carved marble into a statue.","深刻, 時刻, 遅刻, 彫刻"
"重点","じゅうてん","じゅう.てん","important point, emphasis.","このショーではロボットに重点がおかれている。","In this show, the accent is on robots.","重視, 貴重, 重大, 欠点, 交差点"
"助教授","じょきょうじゅ","じょ.きょう.じゅ","assistant professor, associate professor.","私は教授です、いやもっと正確に言えば、助教授です。","I'm a professor, or rather an associate professor, to be exact.","援助, 助手, 救助, 教室, 教育, 授業, 授与"
"真っ先","まっさき","ま..さき","the head, the foremost.","あすの朝まっさきにそれを片付けます。","I'll do that first thing in the morning.","写真, 真剣, 先月, 先週, 真ん中, 真っ赤, 真っ直ぐ"
"酢","す","す","vinegar, acetic acid.","酢はすっぱい味がする。","Vinegar has a sharp taste.",""
"政党","せいとう","せい.とう","political party, party politics.","２つのグループが団結して１つの政党になった。","Two groups united to form a party.","政治, 政府, 行政, 政権, 与党, 野党, 新党"
"大小","だいしょう","だい.しょう","size, large and small (sizes).","道路上の大小の石に気をつけなさい。","Watch out for big and small stones on the road!","大学, 大勢, 大人, 小鳥, 小屋, 小説, 大使館, 大好き, 小学校"
"題名","だいめい","だい.めい","title, caption.","その小説は聖書から題名をとっている。","The novel takes its title from the Bible.","問題, 宿題, 話題, 有名, 名前, 名字, 署名"
"定価","ていか","てい.か","list price, regular price.","これはバーゲン商品なので定価よりやすくなっているんじゃないですか。","Aren't you selling this at a discount price?","予定, 勘定, 安定, 定規, 価格, 価値, 評価, 高価, 物価"
"頭脳","ずのう","ず.のう","head, brains.","二人の頭脳は一人の頭脳に勝る。","Two heads are better than one.","先頭, 頭痛, 冒頭, 首脳, 脳死, 大脳"
"配る","くばる","くば","to distribute, to hand out.","サーカスで、商品としておもちゃを配っている。","Circuses offer toys for prizes.","支配, 心配, 配達, 分配"
"皮肉","ひにく","ひ.にく","irony, sarcasm.","私はあなたの皮肉な言葉は聞き捨てにはできません。","I resent your cynical remarks.","皮膚, 毛皮, 牛肉, 豚肉, 鶏肉, 筋肉, 皮膚科"
"父母","ふぼ","ふ.ぼ","father and mother, parents.","ケンは父母がけんかしたときはいつも母の味方をする。","Ken always stands up for his mom when his parents quarrel.","祖父, 祖母, お祖父さん, お祖母さん"
"風船","ふうせん","ふう.せん","balloon (toy or decoration), balloon (hot-air or gas).","風船が空に上がっていった。","The balloon went up in the sky.","台風, 風邪, 風呂, 風景, 造船, 船便, 漁船, 扇風機"
"分類","ぶんるい","ぶん.るい","classification, categorization.","彼は書類の分類を終えた。","He finished sorting the papers.","自分, 大分, 半分, 種類, 書類, 人類, 親類"
"兵隊","へいたい","へい.たい","soldier, sailor.","その市はやがて兵隊によって占領された。","The city was soon occupied by the soldiers.","兵器, 兵士, 民兵, 軍隊, 艦隊, 核兵器, 自衛隊, 機動隊"
"無限","むげん","む.げん","infinity, infinitude.","石油の供給は無限ではない。","Supplies of oil are not infinite.","無理, 無事, 無料, 限界, 制限, 期限, 限度, ご無沙汰"
"力強い","ちからづよい","ちから.づよ","powerful, strong.","踊り子達は白いドレスを着てきゃしゃに見えますが、実際には彼女たちは馬のように力強いのです。","The dancers look delicate in their white dresses, but they are really as strong as horses.","強力, 努力, 能力, 勉強, 強盗"
"武士","ぶし","ぶ.し","samurai, warrior.","武士は食わねど高楊枝。","A samurai, even when he has not eaten, uses a toothpick like a lord.","武器, 武装, 武力, 武道, 博士, 同士, 兵士, 紳士"
"相互","そうご","そう.ご","mutual, reciprocal.","それは相互理解の欠如がもとになっていると思う。","I think that is based on a lack of mutual understanding.","相手, 首相, 相撲, 交互, 互角, 相応しい, 相変わらず"
"並木","なみき","なみ.き","roadside trees, row of trees.","我々は背の高いポプラ並木を歩いた。","We walked along an avenue of tall poplars.","並行, 大木, 木綿, 軒並み, 木曜日"
"日差し","ひざし","ひ.ざ","sunlight, rays of the Sun.","太陽の日差しに誘われて人々が外出した。","The sunshine tempted people out.","毎日, 日記, 日本, 火曜日, 交差点, 差し上げる"
"案外","あんがい","あん.がい","unexpectedly, surprisingly.","ピクニックは案外つまらなかった。","The picnic was a disappointment.","案内, 提案, 答案, 外国, 外科"
"花嫁","はなよめ","はな.よめ","bride, image of a bride dressed in her wedding gown (wedding kimono, etc.).","花嫁はたいへん美しく見えた。","The bride looked very beautiful.","花瓶, 花見, 花壇, 転嫁, 生け花, 嫁入り"
"課程","かてい","か.てい","course, curriculum.","その大学の課程は自然科学と社会科学から成り立っている。","That university's curriculum covers natural science and social science.","課長, 課目, 日課, 程度, 過程, 日程, 方程式"
"街角","まちかど","まち.かど","street corner.","あの町かどに公衆電話ボックスがある。","There is a telephone booth at the corner of the street.","街頭, 街道, 市街, 角度, 方角, 三角"
"垣根","かきね","かき.ね","hedge, fence.","よい垣根はよい隣人をつくる。","Good fences make good neighbors.","石垣, 生垣, 屋根, 根拠, 根本, 羽根, 垣間見る"
"釜","かま","かま","iron pot, kettle.","","",""
"間接","かんせつ","かん.せつ","indirection, indirectness.","そのクーデターの間接的な情報しか得ていない。","We only have secondhand information of the coup.","昼間, 時間, 人間, 世間, 直接, 面接, 接近"
"県庁","けんちょう","けん.ちょう","prefectural office, prefectural capital.","","","県立, 県警, 県内, 官庁, 都庁, 警視庁"
"脂","あぶら","あぶら","fat, tallow.","肌が脂っぽいのです。","I have greasy skin.",""
"湿度","しつど","しつ.ど","level of humidity, hygrometer.","ニューヨークの天候は、夏は暑く湿度も高い。","New York weather is hot and humid in the summer.","湿気, 多湿, 今度, 度々, 支度, 丁度"
"斜め","ななめ","なな","slanting, tilted.","えらくご機嫌ななめね、けんか腰にならないで。","Wow, you're really in a bad mood. Don't get scrappy.","斜面, 傾斜, 斜体, 斜陽"
"煮る","にる","に","to boil, to simmer.","くたくたに煮る。","Reduce to pulp by boiling.","雑煮, 煮込む, 煮詰める"
"乗車","じょうしゃ","じょう.しゃ","boarding (a train, bus, etc.), getting into (e.g. a taxi).","列車に乗車した後で、私は財布を家に置き忘れてきたことに気が付いた。","After I got on board a train, I found I had left my wallet behind at home.","乗客, 歯車, 電車, 乗り物, 自転車, 自動車, 乗り換える"
"西暦","せいれき","せい.れき","Common Era, CE.","昭和１０年は西暦１９３５年です。","The 10th year of Showa is 1935 in the Western calendar.","西洋, 関西, 東西, 還暦, 旧暦, 暦年"
"接続","せつぞく","せつ.ぞく","connection, attachment.","インターネットの接続が遮断された。","My internet connection was cut off.","直接, 面接, 接近, 間接, 連続, 相続, 継続"
"調節","ちょうせつ","ちょう.せつ","regulation, adjustment.","このつまみを回すことでテレビの色を調節できます。","You can adjust the color on the TV by turning this knob.","順調, 調査, 調子, 季節, 節約"
"長所","ちょうしょ","ちょう.しょ","strong point, merit.","あなたの計画は実際的だという長所がある。","Your plan has the virtue of being practical.","課長, 長閑, 校長, 近所, 台所, 余所, 長引く, 事務所"
"通貨","つうか","つう.か","currency, monetary union.","欧州通貨はドルに対して弱くなった。","European currencies weakened against the dollar.","交通, 融通, 硬貨, 銅貨, 貨物, 貨幣, 大通り"
"通帳","つうちょう","つう.ちょう","passbook, bankbook.","私は自分の通帳を見たが、幸運にも５０ドル余分に入っていた。","I looked at my bank account book, and happily discovered that I had an extra $50!","交通, 融通, 手帳, 帳簿, 蚊帳, 大通り, 几帳面"
"電流","でんりゅう","でん.りゅう","electric current, ammeter.","電流が流れる電線にコイルを近づけると、コイルにも電気が流れます。","When a coil is moved near to a wire with current flowing in it current flows in the coil as well.","電気, 電車, 電話, 電報, 電灯, 流行, 流石, 一流"
"灯油","とうゆ","とう.ゆ","kerosene, paraffin.","雪の多いところでは、灯油は必需品です。","In places where it snows a lot, kerosene is an indispensable item.","電灯, 灯台, 醤油, 石油, 油絵, 蛍光灯"
"分解","ぶんかい","ぶん.かい","disassembly, dismantling.","時計を分解するのは組み立てるより簡単だ。","Taking a watch apart is easier than putting it together.","自分, 大分, 半分, 解決, 解釈"
"分布","ぶんぷ","ぶん.ぷ","distribution, distribution map.","この種の昆虫は日本に広く分布している。","These insects are widely distributed throughout Japan.","自分, 大分, 半分, 財布, 布団, 座布団"
"方言","ほうげん","ほう.げん","dialect, provincialism.","いわゆる「標準英語」とは世界中で話されている数多い方言のうちの１つにすぎない。","What we call 'Standard English' is only one of the many dialects spoken all over the world.","仕方, 一方, 夕方, 両方, 言語, 言葉, 無言, 独り言"
"法則","ほうそく","ほう.そく","law, rule.","あらゆるものは自然の法則を受けている。","Everything is subject to the laws of nature.","法律, 文法, 方法, 憲法, 規則, 原則, 校則, 不規則"
"毛皮","けがわ","け.がわ","fur, skin.","開拓者達は現地人たちから毛皮を物々交換で手に入れた。","The colonists bartered with the natives for fur.","毛布, 羊毛, 皮膚, 皮肉, 髪の毛, 皮膚科"
