Question,Answer,Furigana,Meaning,Example,Translation,VocabWords
"何と","なんと","なん","what, how.","英語でこの昆虫を何といいますか。","What do you call this insect in English?","何時, 如何にも"
"何とも","なんとも","なん","really, very.","何とも言いようがないなあ。","I just don't know what to say.","何時, 如何にも"
"家計","かけい","か.けい","household economy, family finances.","我が家の家計は赤字だ。","Our family budget is in the red.","家族, 家賃, 家庭, 時計, 会計, 計画, 計算"
"過労","かろう","か.ろう","overwork, strain.","彼女は過労でくたくたになっていた。","She was worn out from overwork.","過去, 通過, 苦労, 労働, 疲労, 通り過ぎる"
"学歴","がくれき","がく.れき","academic background, academic credentials.","給料は、経験と学歴に基づいて決まります。","Pay will be based on experience and educational background.","学生, 学校, 大学, 歴史, 経歴, 小学校, 履歴書"
"株式","かぶしき","かぶ.しき","share (in a company), stock.","ニューヨークの１９８７年１０月の株式大暴落はまだ生々しく記憶されている。","The stock market crash of October 1987 in New York is still vividly remembered.","株主, 株価, 正式, 形式, 公式, 儀式"
"干渉","かんしょう","かん.しょう","interference, intervention.","僕のことに干渉しないでくれ。","Don't interfere in my affairs.","若干, 梅干, 交渉, 渉外, 物干し, 団体交渉"
"期日","きじつ","き.じつ","fixed date, appointed date.","お支払いの期日を二ヶ月間延長していただけませんでしょうか。","May we therefore ask you for a two months' extension of credit?","延期, 期間, 期待, 時期, 長期, 毎日, 日記, 日本, 火曜日"
"棄権","きけん","き.けん","abstention (from voting), renunciation (of a right).","いざ投票という時、彼は棄権した。","When it was time to vote, he abstained.","放棄, 破棄, 棄却, 自棄, 権利, 権威, 権限, 権力, 政権"
"気象","きしょう","き.しょう","weather (conditions), disposition.","環境汚染は、異常な気象状況を引き起こしている。","Environmental pollution is causing abnormal weather conditions.","元気, 気配, 湯気, 気質, 天気, 印象, 現象, 対象, 抽象"
"記す","しるす","しる","to write down, to note down.","最新の報告書には、全世界で密輸されているコカインの９０％が海路で運ばれており、そのほとんどがスピードボートによるものだと記されている。","In the latest report, it is written that 90% of all the cocaine smuggled in the world is transported by sea, and most of that by speedboat.","日記, 記憶, 記事, 記者"
"記述","きじゅつ","き.じゅつ","description, account.","この２つのエスニック・グループの態度の相違点を記述するだけでは十分ではない。","It is not sufficient to describe the differences in attitude between these two ethnic groups.","日記, 記憶, 記事, 記者, 供述, 陳述, 口述"
"及ぶ","およぶ","およ","to reach, to amount to.","その地震で広範囲に及ぶ被害がでた。","The earthquake caused widespread damage.","普及, 追及"
"漁船","ぎょせん","ぎょ.せん","fishing boat, fisherman.","海岸から約１マイル沖に漁船が見えた。","I saw a fishing boat about a mile off the shore.","漁業, 漁師, 漁村, 漁港, 造船, 船便, 風船"
"共感","きょうかん","きょう.かん","sympathy, empathy.","あなたの考え方には共感できます。","I really agree with what you're saying.","共通, 共同, 公共, 感覚, 感謝, 感情, 感動, 共働き"
"強める","つよめる","つよ","to strengthen, to emphasize.","フロントローラーのスラスト角は２度、多分レース時にはもう少し角度を強める予定です。","The front-roller thrust angle is 2 degrees, probably there were plans to strengthen that angle a little when racing.","勉強, 強盗, 力強い"
"脅迫","きょうはく","きょう.はく","threat, menace.","脅迫のもとになされた約束は無効だ。","A promise given under a threat is worthless.","脅威, 圧迫, 迫害, 迫力"
"驚き","おどろき","おどろ","surprise, astonishment.","彼が失敗したのは少しも驚きではない。","It is no wonder that he failed.","驚異"
"均衡","きんこう","きん.こう","equilibrium, balance.","アメリカには憲法上の抑制と均衡という入念な制度がある。","America has an elaborate system of constitutional checks and balances.","平均, 均等, 均一, 均整, 平衡, 合従連衡"
"区","く","く","ward, borough.","英国の南東区は人口密度が高い。","The South East region of England is densely populated.",""
"経歴","けいれき","けい.れき","personal history, background.","彼はビジネスの経歴がある。","He has a background in business.","経済, 経営, 経験, 歴史, 学歴, 履歴書"
"決議","けつぎ","けつ.ぎ","resolution, vote.","その集会はいかなる核武装にも抗議することを決議した。","The assembly voted to protest against any nuclear armament.","解決, 可決, 決定, 会議, 議員, 議会, 議長, 会議室"
"血管","けっかん","けっ.かん","blood vessel, vein.","切れた血管から血がどくどくと流れ出た。","Blood poured from the cut vein.","血液, 血圧, 輸血, 管理, 保管, 管轄"
"固める","かためる","かた","to harden, to freeze.","","","固定, 固有, 頑固"
"孤独","こどく","こ.どく","solitude, loneliness.","私はこの上なくさびしく、孤独だ。","I am as sad and lonely as can be.","孤立, 孤児, 孤島, 独身, 独立, 独特, 孤児院, 独り言"
"戸籍","こせき","こ.せき","family register, census.","戸籍上の縁は切れても、昔日の絆はそのままだ。","Our connection may be cut on paper but the bonds of old remain as they were.","井戸, 雨戸, 戸棚, 国籍, 書籍, 在籍, 入籍"
"公立","こうりつ","こう.りつ","public (institution), public high school.","その当時、どこの公立の学校にもネイティブの英語の先生などいませんでした。","At the time there were no native English speakers teaching in any public school.","公園, 公平, 公式, 独立, 立派, 立場, 公務員, 目立つ"
"好意","こうい","こう.い","kindness, favor.","リッチ氏は彼女の好意に感謝した。","Mr Rich acknowledged her favor.","格好, 友好, 意味, 意見, 注意, 用意, 意外, 大好き, 好き好き"
"好調","こうちょう","こう.ちょう","favourable, favorable.","滑り出しが好調なら事は半ば成就したのに等しい。","Well begun is half done.","格好, 友好, 順調, 調査, 調子, 大好き, 好き好き"
"構想","こうそう","こう.そう","plan, plot.","彼女が建設的な構想を持つ。","She has constructive ideas.","結構, 構成, 構造, 機構, 愛想, 思想, 想像, 理想, 可哀想"
"航海","こうかい","こう.かい","(sea) voyage, navigation.","そのヨットは順調に航海中だ。","The yacht is under smooth sail.","航空, 難航, 航路, 海岸, 海外, 海洋, 航空機, 海水浴"
"合間","あいま","あい.ま","interval, break.","勉強の合間に私はテレビをみた。","I watched television during a break in my studies.","都合, 試合, 合併, 昼間, 時間, 人間, 世間, 間に合う"
"合唱","がっしょう","がっ.しょう","singing together, singing in union.","パーティーは合唱で終わった。","The party ended up with a chorus.","都合, 試合, 合併, 提唱, 斉唱, 間に合う"
"国土","こくど","こく.ど","country, territory.","アメリカは国土が広く、人々はよく移動する。","America is a large country and its people are mobile.","外国, 国家, 天国, 土地, 土曜, 土曜日, お土産"
"黒字","くろじ","くろ.じ","(being in) the black, surplus.","今月は黒字である。","We are in the black this month.","黒板, 漢字, 数字, 文字, 真っ黒"
"昆虫","こんちゅう","こん.ちゅう","insect, bug.","趣味は昆虫を集めることです。","My hobby is collecting insects.","昆布, 虫歯, 害虫, 弱虫, 酢昆布"
"財政","ざいせい","ざい.せい","public finance, financial affairs.","国の財政は税収の落ち込みできわめて逼迫している。","The government finances are severely constrained because of falling tax revenues.","財産, 財布, 財閥, 政治, 政府, 政党, 行政, 政権, 文化財"
"作用","さよう","さ.よう","action, operation.","日光は皮膚に作用する。","The sunbeam acts upon the skin.","作文, 作業, 作家, 作品, 用意, 利用, 用事"
"使い","つかい","つか","errand, mission.","使いの途中道草をくうな。","Don't delay on this errand.","使用, 大使, 大使館"
"脂肪","しぼう","し.ぼう","fat, grease.","脂肪分は減らしたほうがいいですね。","You had better cut out the fat.","樹脂, 油脂, 脂身"
"試み","こころみ","こころ","attempt, trial.","私たちの試みはすべて無駄だった。","All our attempts were in vain.","試験, 試合"
"持続","じぞく","じ.ぞく","continuation, persisting.","","","維持, 持参, 連続, 相続, 継続, 気持ち, 金持ち"
"自覚","じかく","じ.かく","self-consciousness, self-awareness.","あなたは自分の責任を自覚しなければならない。","You should awake to your responsibilities.","自然, 覚悟, 感覚, 自転車, 自惚れ, 自動車, 目覚まし"
"辞職","じしょく","じ.しょく","resignation, (written) resignation.","私は辞職する意志はまったくない。","I have no intention of resigning.","辞書, 辞典, 就職, 職業, 職人, 職員, お辞儀"
"手元","てもと","て.もと","at hand, on hand.","私はいつも辞典を３冊手元に置いています。","I always keep three dictionaries at hand.","派手, 上手, 下手, 元気, 元来, 元々, 還元, 運転手"
"手順","てじゅん","て.じゅん","process, procedure.","Windows XPにはＣＤを焼く機能があるそうですが、その手順を解説しているページを教えてください。","I hear that you can burn CDs with Windows XP; could you tell me a website that explains the procedures involved?","派手, 上手, 下手, 順調, 順番, 順序, 道順, 運転手"
"首脳","しゅのう","しゅ.のう","head, leader.","７カ国の首脳がその会議に出席した。","The top leaders of seven countries attended the meeting.","首相, 首都, 手首, 頭脳, 脳死, 大脳"
"出血","しゅっけつ","しゅっ.けつ","bleeding, haemorrhage.","２、３時間出血が続きます。","You'll have bleeding for a few hours.","出口, 提出, 出身, 血液, 血管, 血圧, 輸血, 引き出し"
"処置","しょち","しょ.ち","measure, step.","私たちは必要な処置を講じた。","We took the necessary measures.","処理, 処分, 対処, 処罰, 装置, 物置, 位置, 設置"
"少数","しょうすう","しょう.すう","small number, few.","ヨットは少数の金持ちだけが楽しめるものだ。","Yachts are for the wealthy few.","少年, 多少, 数学, 数字"
"沼","ぬま","ぬま","marsh, swamp.","その沼にはサギがたくさん住んでいる。","Lots of herons live in the marsh.",""
"詳細","しょうさい","しょう.さい","details, particulars.","私たちはその件を詳細に検討した。","We debated the matter at length.","不詳, 詳報, 詳述, 細胞, 心細い"
"情","じょう","じょう","feelings, emotion.","この情報は正しいか。","Is this information right?",""
"審議","しんぎ","しん.ぎ","deliberation, discussion.","その問題は審議中です。","That question is under discussion.","審判, 不審, 審査, 審理, 会議, 議員, 議会, 議長, 会議室"
"真理","しんり","しん.り","truth, truth-function.","ついに彼は真理を知った。","At last he found out the truth.","写真, 真剣, 料理, 無理, 理由, 地理, 管理, 真ん中, 真っ赤, 真っ直ぐ"
"紳士","しんし","しん.し","gentleman, gentlemen's agreement.","彼が紳士だなんてとんでもない。","He is anything but a gentleman.","武士, 博士, 同士, 兵士"
"人格","じんかく","じん.かく","personality, character.","それは彼の人格を阻害することになる。","It runs against his character.","人形, 一人, 恋人, 価格, 格好, 合格, 性格, 格別, 外国人"
"人体","じんたい","じん.たい","human body, personal appearance.","この科学物質が人体に有害であるという事実は、すべての人に知られている。","Everyone knows that this chemical is harmful to man.","人形, 一人, 恋人, 大体, 体裁, 一体, 全体, 外国人"
"人柄","ひとがら","ひと.がら","personality, character.","彼女は魅力的な人柄である。","She has a magnetic personality.","人形, 一人, 恋人, 事柄, 身柄, 外国人"
"世帯","せたい","せ.たい","household, home.","火事で４世帯が焼死した。","Four families were killed in the fire.","世界, 世紀, 世間, 中世, 熱帯, 地帯, 包帯, 世の中"
"清算","せいさん","せい.さん","(financial) settlement, squaring accounts.","凍死しそうな乞食が手当てのため、病院に運び込まれた。だが、その乞食は治療費を清算するような金は一文も、もってなかった。","A freezing beggar was brought into the hospital for treatment. However, he didn't have even one cent with which to settle the bill.","清潔, 清掃, 計算, 算盤, 予算, 引き算, 掛け算, 清々しい"
"誠実","せいじつ","せい.じつ","sincere, honest.","ナンシーには誠実さが欠けているようだ。","Nancy seems to lack sincerity.","誠意, 丹誠, 確実, 実験, 現実"
"切り","きり","き","end, finish.","彼はそこに行ったきり２度と帰ってこなかった。","He went there, never to return.","大切, 切手, 締切, 裏切る"
"絶望","ぜつぼう","ぜつ.ぼう","despair, hopelessness.","私はしばしば絶望感に襲われた。","I was often seized by despair.","絶対, 絶滅, 希望, 失望, 望遠鏡, 途絶える"
"船舶","せんぱく","せん.ぱく","vessel, ship.","懐中電灯は、船舶同士とか、街の通りを走っている自動車に向けて合図を伝える。","Flashing lights transmit messages between ships and to motorists along city streets.","造船, 船便, 風船, 漁船, 舶来, 舶来品"
"前例","ぜんれい","ぜん.れい","precedent, to follow (copy after) a precedent.","このような問題の前例はない。","There is no precedent for such a case.","午前, 名前, 以前, 前進, 例外, 実例"
"促進","そくしん","そく.しん","promotion, acceleration.","彼は平和を促進するために尽力した。","He worked hard to promote peace.","催促, 督促, 販促, 進学, 進歩, 前進"
"対処","たいしょ","たい.しょ","dealing with, coping with.","彼は困難な事態に対処することが出来ない。","He can't cope with difficult situations.","反対, 絶対, 対象, 処理, 処分, 処置, 処罰"
"対等","たいとう","たい.とう","equality (esp. of status), equal footing.","あなたは私と対等で私より下でも上でもない。","You are my equal; not my inferior or superior.","反対, 絶対, 対象, 平等, 上等, 高等学校"
"短歌","たんか","たん.か","tanka.","","","短期, 短所, 短編, 長短, 歌手, 歌声, 歌留多"
"団結","だんけつ","だん.けつ","unity, union.","２つのグループが団結して１つの政党になった。","Two groups united to form a party.","集団, 布団, 団扇, 団体, 結構, 結論, 結婚, 座布団"
"調和","ちょうわ","ちょう.わ","harmony, accord.","彼らの間に調和の精神が広がった。","A harmony prevailed among them.","順調, 調査, 調子, 平和, 和服, 英和"
"沈黙","ちんもく","ちん.もく","silence, being silent.","それから長い沈黙が続いた。","There followed a long silence.","沈没, 沈下, 暗黙, 寡黙, 押し黙る"
"賃金","ちんぎん","ちん.ぎん","wages, pay.","彼はわたしらに少ない賃金しかくれなかった。","He has given us indecent wages.","家賃, 運賃, 賃貸, 針金, 金槌, 賃上げ, 金曜日"
"津波","つなみ","つ.なみ","tsunami, tidal wave.","津波で流されてしまったのです。","It is carried away by tidal waves.","電波, 波乱, 荒波, 綿津見, 天津飯, 興味津々, 津々浦々"
"墜落","ついらく","つい.らく","fall, crash (of an aircraft).","上へ昇れば昇るほど、それだけ墜落の程度は大きくなる。","The higher you climb, the greater the fall.","撃墜, 失墜, 落第, 落下, 洒落"
"定義","ていぎ","てい.ぎ","definition, domain (of a function).","定義するのが難しい語もある。","Some words are hard to define.","予定, 勘定, 安定, 定規, 講義, 義務, 主義, 意義, 正義"
"天国","てんごく","てん.ごく","paradise, heaven.","結婚生活は夫婦仲が良ければ天国であり、夫婦仲が悪ければこの世の地獄である。","Marriage, in peace, is this world's paradise; in strife, this life's purgatory.","天気, 天候, 天然, 天皇, 外国, 国家, 天気予報"
"動員","どういん","どう.いん","mobilization, mobilisation.","","","動物, 店員, 委員, 会員, 議員, 自動車, 公務員"
"同情","どうじょう","どう.じょう","sympathy, compassion.","彼のことを同情せずにはいられない。","I cannot but feel sorry for him.","同時, 同様, 共同, 同一, 感情, 事情, 情報, 情け深い"
"特有","とくゆう","とく.ゆう","characteristic (of), peculiar (to).","この習慣は日本に特有のものである。","This custom is peculiar to Japan.","特急, 特別, 特許, 特徴, 有名, 有無, 有効, 有様, 有難い"
"内閣","ないかく","ない.かく","cabinet (of a government), ministry.","内閣は辞職するそうだ。","They say the Cabinet will resign.","以内, 家内, 案内, 閣僚, 組閣, 閣議"
"肉親","にくしん","にく.しん","blood relationship, blood relative.","人々は行方不明の肉親の知らせを気にかけていた。","People were anxious for news of missing relatives.","牛肉, 豚肉, 鶏肉, 筋肉, 両親, 父親, 親切"
"乳","ちち","ちち","milk, breast.","うちの牛は全く乳が出ない。","Our cow doesn't give us any milk.",""
"任命","にんめい","にん.めい","appointment, nomination.","私たちはウッド氏を議長に任命した。","We appointed Mr Wood chairman.","責任, 就任, 主任, 寿命, 生命, 命令, 一生懸命"
"熱意","ねつい","ねつ.い","zeal, enthusiasm.","彼女は自分の仕事にぜんぜん熱意を示さない。","She shows no zeal for her work.","熱心, 加熱, 熱帯, 意味, 意見, 注意, 用意, 意外"
"農場","のうじょう","のう.じょう","farm (agriculture), farmer.","大勢の人々がこの農場で働いている。","A lot of people work on farms.","農家, 農業, 農民, 農村, 農薬, 場所, 会場, 工場, 駐車場, 飛行場"
"排水","はいすい","はい.すい","drainage, draining.","学校はプールの水を月一回排水する。","The school drains the pool once a month.","排除, 排斥, 排出, 水泳, 洪水, 水道, 水曜日, 排気ガス"
"発作","ほっさ","ほっ.さ","fit, attack.","狭心症の発作が起きました。","I had an angina attack.","発音, 発見, 出発, 爆発, 作文, 作業, 作家, 作品"
"反乱","はんらん","はん.らん","insurrection, mutiny.","軍隊は簡単に反乱を鎮圧した。","The troops easily put down the rebellion.","反対, 違反, 反抗, 反省, 反映, 混乱, 乱暴"
"繁殖","はんしょく","はん.しょく","breeding, propagation.","８月下旬に彼らは繁殖のために長い旅に出発します。","In late August, they set off on a long journey for breeding.","繁栄, 頻繁, 繁盛, 養殖, 増殖, 生殖, 繁華街"
"悲惨","ひさん","ひ.さん","disastrous, tragic.","戦争には悲惨と悲しみが伴う。","Misery and sorrow accompany war.","悲劇, 悲観, 惨事, 惨敗, 惨状"
"扉","とびら","とびら","door, gate.","その扉は永久に閉ざされた。","The door was closed for good.",""
"美","び","び","beauty, august.","私は美を愛する人間である。","I am a lover of the beautiful.",""
"匹敵","ひってき","ひっ.てき","to be a match for, to rival.","あなたは知力で彼に匹敵している。","You are equal to him in intelligence.","一匹, 数匹, 素敵, 敵対, 一匹狼"
"苗","なえ","なえ","seedling, young plant.","彼は種からトマトの苗を育てた。","He raised tomato plants from seed.",""
"頻繁","ひんぱん","ひん.ぱん","frequent, incessant.","電車はバスより頻繁に来ます。","Trains come more often than buses.","頻発, 頻度, 頻脈, 繁栄, 繁殖, 繁盛, 繁華街"
"不審","ふしん","ふ.しん","doubt, suspicion.","警官が不審な歩行者をじっと見つめていた。","A policeman was gazing at a suspicious pedestrian.","不便, 不安, 不幸, 不正, 審判, 審議, 審査, 審理, 不自由"
"不服","ふふく","ふ.ふく","dissatisfaction, discontent.","彼は不服そうに口をとがらせた。","He pouted with dissatisfaction.","不便, 不安, 不幸, 不正, 軍服, 洋服, 服装, 衣服, 不自由"
"負債","ふさい","ふ.さい","debt, liabilities.","その金は負債の支払いに充当することになっている。","The money is to be applied to the debt.","負担, 勝負, 債権, 債務, 債券, 国債, 背負う"
"赴任","ふにん","ふ.にん","moving to a different location to start a new job, (proceeding to) new appointment.","","","責任, 就任, 主任, 快方に赴く"
"部下","ぶか","ぶ.か","subordinate person.","主任は部下を意のままに支配している。","The boss controls his men at will.","全部, 部屋, 部長, 部分, 靴下, 下宿, 大部分, 地下鉄"
"風俗","ふうぞく","ふう.ぞく","manners, customs.","その地方ではその古い風俗がなお存続している。","The old custom is still kept up in that district.","台風, 風邪, 風呂, 風景, 民俗, 俗語, 扇風機, 通俗的, 公序良俗"
"分子","ぶんし","ぶん.し","molecule, numerator.","水分子は、２個の水素原子と１個の酸素原子からなる。","A water molecule has two hydrogen atoms and one oxygen atom.","自分, 大分, 半分, 帽子, 子供, 双子, 椅子, 王子"
"分担","ぶんたん","ぶん.たん","taking on one's share (e.g. of work), dividing (work, expenses, etc.) between.","私達は、家事を分担することで合意した。","We agreed to share the housework.","自分, 大分, 半分, 担当, 負担"
"紛争","ふんそう","ふん.そう","dispute, conflict.","紛争のない人間社会はありえない。","There can be no human society without conflict.","紛失, 競争, 戦争, 論争"
"偏見","へんけん","へん.けん","prejudice, bias.","彼女は科学における性的偏見について書いた。","She wrote on gender bias in science.","偏重, 意見, 見物, 偏差値, 見舞い"
"保管","ほかん","ほ.かん","charge, custody.","領収書は必ず保管してください。","Make sure you save the receipt.","保存, 保証, 保健, 確保, 管理, 血管, 管轄"
"歩","ほ","ほ","step, stride.","彼女に追いつくために私は歩を速めた。","I quickened my steps to catch up with her.",""
"補給","ほきゅう","ほ.きゅう","supply, supplying.","この薬は活力を補給してくれます。","This medicine renews your strength.","候補, 補助, 補償, 給料, 供給, 支給, 給与, 月給"
"奉仕","ほうし","ほう.し","service, ministry.","その職業の主要な目的は社会に奉仕することである。","The prime purpose of the profession is the rendering of a public service.","奉公, 奉行, 奉納, 仕事, 仕方, 町奉行, 仕組み, 仕上げ"
"放棄","ほうき","ほう.き","abandonment, renouncement.","日本国民は戦争を放棄している。","The Japanese people have renounced war.","放送, 解放, 開放, 棄権, 破棄, 棄却, 自棄"
"本気","ほんき","ほん.き","seriousness, earnestness.","ケンさん、君は本気かい。","Are you on the level, Ken?","本当, 日本, 本棚, 根本, 元気, 気配, 湯気, 気質, 天気"
"名称","めいしょう","めい.しょう","name, title.","この会の名称はＥ．Ｓ．Ｓ．とする。","This association shall be called the E.S.S.","有名, 名前, 名字, 署名, 対称, 通称"
"明るい","あかるい","あか","light, bright.","ダイヤは明るく光った。","The diamond shone brightly.","説明, 明後日"
"面会","めんかい","めん.かい","meeting (face-to-face), seeing.","あなたに面会したいという婦人がいます。","There's a lady asking for you.","場面, 表面, 面倒, 会社, 会議, 会場, 面白い, 真面目, 出会う"
"網","あみ","あみ","net, netting.","あみでせみを捕まえた。","We captured cicadas with a net.",""
"要する","ようする","よう","to need, to demand.","教えるということは大いに忍耐力を要する。","Teaching demands a lot of patience.","必要, 主要, 重要, 要求"
"養成","ようせい","よう.せい","training, education.","心身共にベストのコンディションで新人養成合宿に臨みましょう。","With both mind and body in their best condition, let's look forward to the newcomers' training camp.","栄養, 教養, 休養, 完成, 構成, 賛成, 成功, 成人"
"利子","りし","り.し","interest (on a deposit, loan, etc.), subsidized interest payments.","この貸付金は高い利子をとられることになっている。","This loan will carry very heavy interest.","便利, 利用, 権利, 不利, 利益, 帽子, 子供, 双子, 椅子, 王子"
"利息","りそく","り.そく","interest (on a loan, deposit etc.), Interest Rate Restriction Act.","彼は利息を付けて借金払いをした。","He paid the loan with interest.","便利, 利用, 権利, 不利, 利益, 休息, 息子"
"立体","りったい","りっ.たい","solid body, three-dimensional object.","我々はその問題を立体的に調査した。","We investigated the matter from all angles.","独立, 立派, 立場, 大体, 体裁, 一体, 全体, 目立つ"
"良好","りょうこう","りょう.こう","good, fine.","それに比べ最近彼女のお天気は良好。","In comparison to which she's been in a really good mood recently.","改良, 不良, 良心, 格好, 友好, 大好き, 好き好き"
"恋愛","れんあい","れん.あい","love, love-making.","時は友情を深めるが、恋愛を弱める。","Time, which strengthens friendship, weakens love.","失恋, 恋人, 愛情, 可愛い, 可愛らしい"
"溝","みぞ","みぞ","ditch, drain.","彼はその浅い溝を飛び越えた。","He leaped over the shallow ditch.",""
"運送","うんそう","うん.そう","transport, freight.","","","運転, 運動, 放送, 輸送, 郵送, 運転手, 見送り"
"個々","ここ","こ.こ","individual, one by one.","そのクラスの個々のメンバーは数学のあまり得意でない生徒によって足を引っ張られたくないと思っているのです。","Those individual members of the class do not want to be held back by others not so good at math.","個人, 個所, 個体, 個性"
"時折","ときおり","とき.おり","sometimes, at intervals.","私は時おり学校で彼に会う。","I meet him at school now and then.","時間, 時々, 何時, 時計, 時代, 骨折, 折角"
"取っ手","とって","と..て","handle, grip.","私は戸に新しい取っ手を付けた。","I put a new handle to the door.","取材, 派手, 上手, 下手, 運転手, 受け取る, 取り替える, 取り上げる"
"取り締まり","とりしまり","と..し","control, management.","警察は違法駐車の取り締まりを始めた。","The police began a crackdown on illegal parking.","取材, 締切, 取締役, 受け取る, 戸締まり, 取り替える, 取り上げる"
"華やか","はなやか","はな","bright and beautiful, gorgeous.","ショービジネスというのは本当に華やかだ。","Show business is really glamorous.","豪華, 中華, 華麗, 華々しい"
"早める","はやめる","はや","to bring forward (e.g. by 3 hours), to advance.","その薬が成長の過程を早めた。","The medicine hastened the process of growth.","早速, 早口, 素早い"
"理屈","りくつ","り.くつ","theory, reason.","彼はその理屈がわからないほどばかではない。","He is too wise not to see the reason.","料理, 無理, 理由, 地理, 管理, 屈折, 退屈, 窮屈, 屈指"
"汚れ","よごれ","よご","dirt, filth.","汚れに強い合成皮革を使用した２人掛けのソファです。","This is a two-seater sofa using stain-resistant artificial leather.","汚染"
"忠実","ちゅうじつ","ちゅう.じつ","faithful, devoted.","あの翻訳は原文に忠実だそうだ。","That translation is said to be true to the original.","忠告, 忠誠, 忠臣, 確実, 実験, 現実"
"意地","いじ","い.じ","stubbornness, obstinacy.","彼の意地の悪い発言で、講義が一層激しくなった。","His nasty comments fueled the argument.","意味, 意見, 注意, 用意, 意外, 地震, 地図, 生地, 地理, 地下鉄"
"異動","いどう","い.どう","(personnel) change, transfer.","","","異常, 異性, 特異, 動物, 自動車"
"移住","いじゅう","い.じゅう","migration, move.","一家は１８３０年頃故国のドイツからシカゴに移住した。","The family moved from their native Germany to Chicago around the year 1830.","移動, 移転, 移民, 住所, 住宅, 住民"
"運搬","うんぱん","うん.ぱん","transport, transportation.","男性は一人で運搬トラックに荷物を詰め込んでいる。","The man is loading the moving truck on his own.","運転, 運動, 搬入, 搬送, 搬出, 運転手, 救急搬送"
"運輸","うんゆ","うん.ゆ","transportation, Ministry of Transport.","サービス産業には、通信、運輸、流通、金融をはじめものの生産には関係ないたくさんの分野が含まれる。","Service industries include communication, transportation, distribution, finance and a host of other areas which do not involve production of goods.","運転, 運動, 輸入, 輸出, 輸送, 輸血, 運転手"
"殴る","なぐる","なぐ","to strike, to hit.","ジョージは彼の腹を殴った。","George hit him in the stomach.","殴打, 殴り込み, 殴り合い"
"回路","かいろ","かい.ろ","circuit, cycle (e.g. Krebs cycle).","保護回路を飛ばしてしまおう。","Let's bypass the protection circuit.","回復, 今回, 道路, 線路, 通路, 進路"
"開拓","かいたく","かい.たく","reclamation (e.g. of wasteland), cultivation.","新たな入植者達がその広大な荒野を開拓した。","The newcomers cultivated the immense wilderness.","開始, 開放, 拓殖, 干拓, 拓本"
"格差","かくさ","かく.さ","qualitative difference, disparity.","裕福な人々と貧しい人々との格差はますます広がっている。","The gap between rich and poor is getting wider.","価格, 格好, 合格, 性格, 格別, 交差点, 日差し, 差し上げる"
"耐える","たえる","た","to bear, to stand.","あの騒音には耐えられないよ。","I can not stand that noise.","忍耐, 耐久, 耐性"
"簡易","かんい","かん.い","simple, simplified.","簡易ベッドの組み立て方を教えてもらえますか。","Will you show me how to set up a cot?","簡単, 簡素, 簡潔, 書簡, 容易, 貿易, 安易, 容易い"
"緩やか","ゆるやか","ゆる","loose, slack.","Ｖの角度が広ければ広いほど、スピードは緩やかになる。","The wider the V angle, the slower the speed.","緩和"
"還元","かんげん","かん.げん","restoration, return.","ゲイツ会長、広告収入をユーザーに還元する意向表明。","Bill Gates announces intent to return advertising revenue to the users.","返還, 還暦, 帰還, 奪還, 元気, 元来, 元々"
"器","うつわ","うつわ","bowl, vessel.","いくら器だけを日本一にしても、中身が三流やったらな〜んの意味もないんちゃうの？","The container may be the best in Japan, but if the contents are third class, then isn't it completely meaningless?",""
"祈り","いのり","いの","prayer, supplication.","彼女はひざまずいて神に祈りをささげた。","She prayed to God on her knees.","祈願, 祈念, 祈祷"
"居住","きょじゅう","きょ.じゅう","residence, living (at, in).","「居住外国人」とは、どういう意味ですか。","What does resident alien mean?","芝居, 住居, 居間, 住所, 住宅, 住民"
"興奮","こうふん","こう.ふん","excitement, stimulation.","観客は彼のホームランに興奮した。","His home run excited the crowd.","振興, 興味, 新興, 復興, 奮闘, 奮発, 奮起"
"群","ぐん","ぐん","group, bunch.","牧羊犬が、羊の群を牧場へ連れていく。","A sheep dog drives the flock to the pasture.",""
"軍備","ぐんび","ぐん.び","armaments, military preparations.","軍備のためにこのような巨額の支出が可能かどうかという問題を考えてみる必要がある。","We must consider the question of whether we can afford such huge sums for armaments.","軍隊, 軍事, 軍艦, 準備, 設備, 整備"
"決算","けっさん","けっ.さん","settlement of accounts, closing accounts.","その会社は毎年３月に決算をする。","The company closes its books at the end of March.","解決, 可決, 決定, 計算, 算盤, 予算, 引き算, 掛け算"
"結び","むすび","むす","ending, conclusion.","彼らは都市を鉄道で結ぶことを計画中だ。","They are planning to connect the cities with a railroad.","結構, 結論, 結婚, 団結"
"洪水","こうずい","こう.ずい","flood, flooding.","洪水がその村を飲み込んでしまった。","The flood overwhelmed the village.","水泳, 水道, 洪牙利, 洪積世, 水曜日"
"鉱山","こうざん","こう.ざん","mine (ore), mining engineer.","この鉱山は来月閉山になる。","This mine will close down next month.","鉱物, 炭鉱, 鉱業, 鉱区, 登山, 火山, 山登り"
"高原","こうげん","こう.げん","tableland, plateau.","高原を散歩するのは楽しい。","It's pleasant to take a walk on the plateau.","高校, 残高, 原因, 原稿, 原理, 高校生"
"号","ごう","ごう","number, edition.","あなたの定期購読予約は六月号で切れます。","Your subscription expires with the June issue.",""
